! time                    int_density             frank_density           perfect_density         vac_density             faulted_density         void_density            
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  2.140585232712487E-007  0.000000000000000E+000  7.845742504312415E-005
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  2.140585232712487E-007  0.000000000000000E+000  7.845742504312415E-005
  1.000000000000000E-001  9.029409560281096E-009  6.822471430117796E-007  2.314232362624445E-008  5.446942330385138E-005  4.472529591031449E-007  7.845742504315372E-005
  2.000000000000000E-001  9.017710982112721E-009  1.364398373928067E-006  2.300879031606407E-008  1.035805552522913E-004  8.940313025858677E-007  7.845742504318020E-005
  3.000000000000000E-001  9.006442909067546E-009  2.046355033215254E-006  2.288137962944260E-008  1.491921314477774E-004  1.340195560548228E-006  7.845742504320479E-005
  4.000000000000000E-001  8.995535319165231E-009  2.728092109572884E-006  2.275915055325325E-008  1.924786307303609E-004  1.785755096369553E-006  7.845742504322810E-005
  5.000000000000000E-001  8.984990162454471E-009  3.409558620726730E-006  2.264195937384552E-008  2.336984212376502E-004  2.230588577449610E-006  7.845742504325007E-005
  6.000000000000000E-001  8.974805551966441E-009  4.090707364713916E-006  2.252962808393718E-008  2.730458274359633E-004  2.674554927169451E-006  7.845742504327077E-005
  8.000000000000000E-001  8.955797212802482E-009  5.451494092939598E-006  2.232197739818190E-008  3.452938583024103E-004  3.557684427655174E-006  7.845742504330091E-005
  1.000000000000000E+000  8.938112009614260E-009  6.810470879239739E-006  2.213087106921389E-008  4.118564117220051E-004  4.434593842579294E-006  7.845742504333770E-005
  1.200000000000000E+000  8.921674825473903E-009  8.167378576319980E-006  2.195478917391702E-008  4.733253873088445E-004  5.303870966149413E-006  7.845742504337211E-005
  1.400000000000000E+000  8.906407432193363E-009  9.521993154681759E-006  2.179232834654785E-008  5.301832673955709E-004  6.164179849210482E-006  7.845742504340455E-005
  1.600000000000000E+000  8.892231984615062E-009  1.087412161015658E-005  2.164221436117695E-008  5.828372818746724E-004  7.014311176259665E-006  7.845742504343525E-005
