! time                    visible_loop_density    visible_loop_diameter   
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.000000000000000E-001  3.744979286100718E-006  1.085163510103306E+000
  2.000000000000000E-001  1.324303786362125E-005  1.094193937409432E+000
  3.000000000000000E-001  2.709440008408909E-005  1.100828356929327E+000
  4.000000000000001E-001  4.410936695387706E-005  1.105884813596221E+000
  5.000000000000001E-001  6.389503680691582E-005  1.110316913941621E+000
  6.000000000000002E-001  8.547162223398277E-005  1.113930434836828E+000
  7.000000000000003E-001  1.083803318784252E-004  1.116973958078735E+000
  8.000000000000004E-001  1.322668499688091E-004  1.119594793719372E+000
  9.000000000000005E-001  1.568599724182023E-004  1.121889314810142E+000
  1.000000000000000E+000  1.819555475094050E-004  1.123924939944674E+000
  1.100000000000001E+000  2.074036072509122E-004  1.125751153665806E+000
  1.200000000000001E+000  2.330977114180657E-004  1.127405594972368E+000
  1.300000000000001E+000  2.589660111292423E-004  1.128917675188355E+000
  1.400000000000001E+000  2.849637486637280E-004  1.130310854227589E+000
  1.500000000000001E+000  3.110670000371232E-004  1.131604140811293E+000
  1.600000000000001E+000  3.372675055866897E-004  1.132813120078312E+000
  1.700000000000001E+000  3.635684522930669E-004  1.133950680686237E+000
  1.800000000000001E+000  3.899810827413729E-004  1.135027543755667E+000
  1.900000000000001E+000  4.165220143833216E-004  1.136052657257998E+000
  2.000000000000001E+000  4.432111607793928E-004  1.137033497072216E+000
  2.100000000000001E+000  4.700701545106897E-004  1.137976302467642E+000
  2.200000000000001E+000  4.971880511517438E-004  1.138905078989174E+000
  2.300000000000001E+000  5.245376078640085E-004  1.139804534139430E+000
  2.400000000000001E+000  5.521363839482822E-004  1.140678142950184E+000
  2.500000000000001E+000  5.800011203598424E-004  1.141528741736066E+000
  2.600000000000001E+000  6.081474813346810E-004  1.142358637537187E+000
  2.700000000000002E+000  6.365898907224358E-004  1.143169700799764E+000
  2.800000000000002E+000  6.653414407226401E-004  1.143963444064548E+000
  2.900000000000002E+000  6.944138559161206E-004  1.144741088586611E+000
  3.000000000000002E+000  7.238174994163793E-004  1.145503620368997E+000
  3.100000000000002E+000  7.535614108631644E-004  1.146251836875678E+000
  3.200000000000002E+000  7.836533680829134E-004  1.146986385582129E+000
  3.300000000000002E+000  8.140999657722879E-004  1.147707795456804E+000
  3.400000000000002E+000  8.449067057070750E-004  1.148416502407188E+000
  3.500000000000002E+000  8.760780938784277E-004  1.149112869653816E+000
  3.600000000000002E+000  9.076177407072250E-004  1.149797203910595E+000
  3.700000000000002E+000  9.395284611443606E-004  1.150469768152881E+000
  3.800000000000002E+000  9.718123720620226E-004  1.151130791651319E+000
  3.900000000000003E+000  1.004470984892276E-003  1.151780477845464E+000
  4.000000000000003E+000  1.037505291977288E-003  1.152419010531756E+000
  4.100000000000002E+000  1.070915845557664E-003  1.153046558749285E+000
  4.200000000000002E+000  1.104702828737194E-003  1.153663280666220E+000
  4.300000000000002E+000  1.138866118119944E-003  1.154269326700980E+000
  4.400000000000001E+000  1.173405338116897E-003  1.154864842055105E+000
  4.500000000000001E+000  1.208319907164218E-003  1.155449968788865E+000
  4.600000000000001E+000  1.243609076285637E-003  1.156024847534615E+000
  4.700000000000000E+000  1.279271960571221E-003  1.156589618915644E+000
  4.800000000000000E+000  1.315307564238873E-003  1.157144424718163E+000
  4.899999999999999E+000  1.351714799999133E-003  1.157689408849855E+000
