! time                    frank_diameter          perfect_diameter        faulted_diameter        void_diameter           
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.000000000000000E-001  4.368486660835328E-001  4.506770620179608E-001  4.621229107879358E-001  2.556649942434772E-001
  2.000000000000000E-001  4.590893249572312E-001  4.552280343874733E-001  4.607428470270349E-001  2.556633158183866E-001
  3.000000000000000E-001  4.736315196792683E-001  4.592411693899525E-001  4.613714714776702E-001  2.556641463341831E-001
  4.000000000000001E-001  4.843537388650550E-001  4.629394709348438E-001  4.628350522594964E-001  2.556654645476845E-001
  5.000000000000001E-001  4.931245656659828E-001  4.662727433810500E-001  4.648829750856384E-001  2.556668514398646E-001
  6.000000000000002E-001  5.003525473063090E-001  4.693535347935094E-001  4.671769451520618E-001  2.556682124355689E-001
  7.000000000000003E-001  5.065255220574949E-001  4.721879067491471E-001  4.696555073060016E-001  2.556694970711445E-001
  8.000000000000004E-001  5.119387421396124E-001  4.747840472001341E-001  4.722710734248832E-001  2.556706827189096E-001
  9.000000000000005E-001  5.167844456468327E-001  4.771528322850393E-001  4.749860192967676E-001  2.556717599684763E-001
  1.000000000000000E+000  5.211938332810693E-001  4.793070454194718E-001  4.777697449891171E-001  2.556727265124807E-001
  1.100000000000001E+000  5.252593248944203E-001  4.812607348564550E-001  4.805968157276420E-001  2.556735842365001E-001
  1.200000000000001E+000  5.290475302095230E-001  4.830286743744505E-001  4.834458191765899E-001  2.556743376271476E-001
  1.300000000000001E+000  5.326073636273337E-001  4.846259137346772E-001  4.862986472304754E-001  2.556749927908195E-001
  1.400000000000001E+000  5.359753777903018E-001  4.860674122399564E-001  4.891400182928910E-001  2.556755567929155E-001
  1.500000000000001E+000  5.391793788009096E-001  4.873677497107202E-001  4.919571322546225E-001  2.556760371884718E-001
  1.600000000000001E+000  5.422409186001463E-001  4.885409080647380E-001  4.947393974886493E-001  2.556764416811378E-001
