! time                    int_density             frank_density           perfect_density         vac_density             faulted_density         void_density            
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  2.140585232712487E-007  0.000000000000000E+000  0.000000000000000E+000
  1.000000000000000E-001  3.416727213210314E-006  6.790417481391233E-004  6.194997491367938E-006  3.080091923544417E-002  3.776359394912995E-004  1.722725557882647E-011
  2.000000000000000E-001  2.396436680770471E-006  1.337501566030930E-003  4.102285140126448E-006  4.868407139290793E-002  7.047045507788267E-004  2.764006067725236E-011
  3.000000000000000E-001  1.922962990649421E-006  1.971620180111350E-003  3.199171914214463E-006  6.266001144288694E-002  1.008798550728995E-003  3.591768345142497E-011
  4.000000000000001E-001  1.642629691745172E-006  2.580036840885360E-003  2.681883022600475E-006  7.442376839465675E-002  1.299044313084813E-003  4.294348199322229E-011
  5.000000000000002E-001  1.456857814479308E-006  3.161418721707479E-003  2.344632604096297E-006  8.457656027876749E-002  1.579546263742848E-003  4.902919102820298E-011
  6.000000000000003E-001  1.326830322572124E-006  3.711271787247472E-003  2.109617608550569E-006  9.328280253601398E-002  1.851887432703115E-003  5.425139564341329E-011
  7.000000000000004E-001  1.230012622186637E-006  4.233821464935433E-003  1.934736649942134E-006  1.009351454305516E-001  2.118774600640784E-003  5.884043452912329E-011
  8.000000000000005E-001  1.155662980037830E-006  4.729550013511566E-003  1.799880922301083E-006  1.076560765819321E-001  2.381200058086893E-003  6.286696088868010E-011
  9.000000000000006E-001  1.097221829921913E-006  5.199355024990820E-003  1.693019621512129E-006  1.135432447999132E-001  2.639863443096220E-003  6.638979593951011E-011
  1.000000000000001E+000  1.050439284217874E-006  5.644472006774782E-003  1.606493286197112E-006  1.186797672959695E-001  2.895259444743609E-003  6.946042240843244E-011
  1.100000000000001E+000  1.012433011247370E-006  6.066390689532449E-003  1.535179119727623E-006  1.231395269073966E-001  3.147736700199040E-003  7.212522048088205E-011
  1.200000000000001E+000  9.811762172241692E-007  6.466769823886402E-003  1.475514063190128E-006  1.269898763994903E-001  3.397538819619721E-003  7.442659030397455E-011
  1.300000000000001E+000  9.552014777884273E-007  6.847356799019219E-003  1.424940103839728E-006  1.302929752810099E-001  3.644833703413560E-003  7.640351367951839E-011
  1.400000000000001E+000  9.334204495504484E-007  7.209917573536119E-003  1.381572404300045E-006  1.331064173648506E-001  3.889734872774744E-003  7.809183969578472E-011
  1.500000000000001E+000  9.150093835272551E-007  7.556180288546471E-003  1.343991874670082E-006  1.354835121007958E-001  4.132317182279374E-003  7.952444515673655E-011
  1.600000000000001E+000  8.993338342692341E-007  7.887793582503199E-003  1.311110621442338E-006  1.374734188774778E-001  4.372628485389218E-003  8.073134921840140E-011
  1.700000000000001E+000  8.858976911792280E-007  8.206298736485739E-003  1.282081842499189E-006  1.391212393983995E-001  4.610698328260123E-003  8.173982185620761E-011
  1.800000000000001E+000  8.743078332937924E-007  8.513113617960987E-003  1.256237800678628E-006  1.404681189974337E-001  4.846544427602328E-003  8.257450339865263E-011
  1.900000000000001E+000  8.642491121304427E-007  8.809525920728468E-003  1.233046090793973E-006  1.415513772421416E-001  5.080177475928735E-003  8.325754010362607E-011
  2.000000000000001E+000  8.556598858148572E-007  9.094760045205855E-003  1.212334389307727E-006  1.423599432139522E-001  5.311038678511665E-003  8.378346978728475E-011
  2.100000000000001E+000  8.480751393952878E-007  9.372201579122073E-003  1.193415032356387E-006  1.429823048269639E-001  5.539689096465419E-003  8.420308062613289E-011
  2.200000000000002E+000  8.413389420140469E-007  9.642682485894396E-003  1.176025664790778E-006  1.434426497590975E-001  5.766139960273011E-003  8.453027061997571E-011
  2.300000000000002E+000  8.353212869522046E-007  9.906939436558838E-003  1.159948915509557E-006  1.437625744062097E-001  5.990405299561764E-003  8.477739217239376E-011
  2.400000000000002E+000  8.299133001334136E-007  1.016562248362052E-002  1.145003966079751E-006  1.439612707753251E-001  6.212502144141724E-003  8.495537333777591E-011
  2.500000000000002E+000  8.250234708364360E-007  1.041930364579571E-002  1.131039728853787E-006  1.440557178089135E-001  6.432450605481892E-003  8.507384039331551E-011
