! time                    frank_diameter          perfect_diameter        faulted_diameter        void_diameter           
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.000000000000000E-001  4.311260796581054E-001  4.497645830059123E-001  4.632266272165832E-001  2.556657753210597E-001
  2.000000000000000E-001  4.508443748439602E-001  4.540880141096347E-001  4.620035672138016E-001  2.556633481875469E-001
  3.000000000000000E-001  4.638737103953561E-001  4.578711913474654E-001  4.625829775427070E-001  2.556636677410931E-001
  4.000000000000001E-001  4.736078338682108E-001  4.613479636303426E-001  4.639296862434005E-001  2.556645806286153E-001
  5.000000000000002E-001  4.814602211945587E-001  4.645481903860200E-001  4.657191941586414E-001  2.556656541657450E-001
  6.000000000000003E-001  4.882603179910411E-001  4.674220325239783E-001  4.678869455935459E-001  2.556667246677116E-001
  7.000000000000004E-001  4.941577996161884E-001  4.700585772326973E-001  4.702016529783540E-001  2.556677548433378E-001
  8.000000000000005E-001  4.994073337178289E-001  4.724666768050972E-001  4.726270134055342E-001  2.556687169132717E-001
  9.000000000000006E-001  5.041721776880811E-001  4.746572025807775E-001  4.751315385675159E-001  2.556695977798218E-001
  1.000000000000001E+000  5.085616929743333E-001  4.766429558023130E-001  4.776885459082715E-001  2.556703923858798E-001
  1.100000000000001E+000  5.126513190130679E-001  4.784379434962484E-001  4.802755168411275E-001  2.556711003991295E-001
  1.200000000000001E+000  5.164942772444091E-001  4.800567993607047E-001  4.828734780487335E-001  2.556717243924493E-001
  1.300000000000001E+000  5.201289150947281E-001  4.815143205871909E-001  4.854665041422303E-001  2.556722687360029E-001
  1.400000000000001E+000  5.235835146410458E-001  4.828251047223598E-001  4.880413233660516E-001  2.556727388691702E-001
  1.500000000000001E+000  5.268795071232738E-001  4.840032745517401E-001  4.905869945404337E-001  2.556731407992142E-001
  1.600000000000001E+000  5.300336323489376E-001  4.850622794515543E-001  4.930946310914464E-001  2.556734807489384E-001
  1.700000000000001E+000  5.330593826182807E-001  4.860147613918975E-001  4.955571570285742E-001  2.556737649092325E-001
  1.800000000000001E+000  5.359679598884174E-001  4.868724738802210E-001  4.979690862238259E-001  2.556739992685086E-001
  1.900000000000001E+000  5.387689051230491E-001  4.876462428596454E-001  5.003263203659820E-001  2.556741894995312E-001
  2.000000000000001E+000  5.414891403439950E-001  4.883283715047784E-001  5.026560101412141E-001  2.556743332080982E-001
  2.100000000000001E+000  5.441145394937290E-001  4.889499421585300E-001  5.049172915671960E-001  2.556744452423348E-001
  2.200000000000002E+000  5.466521381066416E-001  4.895181767467545E-001  5.071115983788057E-001  2.556745295766595E-001
  2.300000000000002E+000  5.491081945842220E-001  4.900395841204318E-001  5.092404848320445E-001  2.556745898098908E-001
  2.400000000000002E+000  5.514883021115140E-001  4.905200063857548E-001  5.113056522192228E-001  2.556746291771405E-001
  2.500000000000002E+000  5.537974782389039E-001  4.909646617499214E-001  5.133089481173672E-001  2.556746505663114E-001
  2.600000000000002E+000  5.560402382146047E-001  4.913781901951812E-001  5.152523498689974E-001  2.556746565392183E-001
  2.700000000000002E+000  5.582206562930122E-001  4.917647002374900E-001  5.171379397748168E-001  2.556746493554469E-001
  2.800000000000002E+000  5.603424179145565E-001  4.921278154608703E-001  5.189678768367576E-001  2.556746309975510E-001
  2.900000000000002E+000  5.624088647364354E-001  4.924707198713488E-001  5.207443681303616E-001  2.556746031965358E-001
  3.000000000000002E+000  5.644230338793859E-001  4.927962013883602E-001  5.224696417021341E-001  2.556745674568771E-001
  3.100000000000002E+000  5.663876923529180E-001  4.931066930041912E-001  5.241459220880611E-001  2.556745250805390E-001
  3.200000000000002E+000  5.683053673616772E-001  4.934043113073212E-001  5.257754090102172E-001  2.556744771896380E-001
  3.300000000000002E+000  5.701783730295229E-001  4.936908921941386E-001  5.273602594480112E-001  2.556744247475247E-001
  3.400000000000003E+000  5.720088339713701E-001  4.939680236935317E-001  5.289025730445427E-001  2.556743685781657E-001
  3.500000000000003E+000  5.737987060730453E-001  4.942370759063019E-001  5.304043806594643E-001  2.556743093837845E-001
  3.600000000000003E+000  5.755497947916115E-001  4.944992281206732E-001  5.318676357917081E-001  2.556742477607732E-001
  3.700000000000003E+000  5.772637712536145E-001  4.947554932097324E-001  5.332942085499971E-001  2.556741842139359E-001
  3.800000000000003E+000  5.789421864009537E-001  4.950067394490745E-001  5.346858818331262E-001  2.556741191691467E-001
