! time                    frank_diameter          perfect_diameter        faulted_diameter        void_diameter           
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.000000000000001E-001  4.060710695628724E-001  4.257648707329574E-001  4.633538715307594E-001  2.556644270354235E-001
  2.000000000000001E-001  4.390358630681120E-001  4.734665251910192E-001  4.615795727330393E-001  2.556633421309614E-001
  3.000000000000002E-001  4.605753796901634E-001  4.887886285397821E-001  4.620566564486542E-001  2.556643186978528E-001
  4.000000000000003E-001  4.756604641483187E-001  4.886191002525348E-001  4.634509835708531E-001  2.556656466504748E-001
  5.000000000000003E-001  4.866017831645533E-001  4.838458525813226E-001  4.653124299387676E-001  2.556670253897109E-001
  6.000000000000004E-001  4.949290790671702E-001  4.797160422494919E-001  4.674771953450628E-001  2.556683590782570E-001
  7.000000000000005E-001  5.016122119947338E-001  4.776790958727232E-001  4.698510082226948E-001  2.556696067329678E-001
  8.000000000000006E-001  5.073022705262785E-001  4.773846686931101E-001  4.724467887883350E-001  2.556707273136448E-001
  9.000000000000007E-001  5.122815278882673E-001  4.778111735176752E-001  4.751042770873435E-001  2.556717379769799E-001
  1.000000000000001E+000  5.167484865886538E-001  4.785870484380291E-001  4.778028038111004E-001  2.556726379345173E-001
  1.100000000000001E+000  5.208294609598835E-001  4.794885911788469E-001  4.805226142287685E-001  2.556734304208190E-001
  1.200000000000001E+000  5.246079396504342E-001  4.804018072642049E-001  4.832460519207811E-001  2.556741211755246E-001
  1.300000000000001E+000  5.281414200743760E-001  4.812737858745536E-001  4.859578461766936E-001  2.556747173536663E-001
  1.400000000000001E+000  5.314709981390454E-001  4.820816861950434E-001  4.886450812565025E-001  2.556752268131406E-001
  1.500000000000001E+000  5.346270250740798E-001  4.828172261159757E-001  4.912970492780563E-001  2.556756576427745E-001
  1.600000000000001E+000  5.376325940611510E-001  4.834794176671504E-001  4.939050608514689E-001  2.556760178456931E-001
  1.700000000000001E+000  5.405057666738941E-001  4.840710530139569E-001  4.964622424141666E-001  2.556763151278099E-001
  1.800000000000001E+000  5.432610292665727E-001  4.845968730544782E-001  4.989633329629718E-001  2.556765567608358E-001
