! time                    visible_loop_density    visible_loop_diameter   
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.000000000000000E-001  3.457442904046864E-006  1.084982718059702E+000
  2.000000000000000E-001  1.211704146565773E-005  1.093360024921606E+000
  3.000000000000000E-001  2.462933321629562E-005  1.099545807769049E+000
  4.000000000000001E-001  3.992618368226282E-005  1.104268798862738E+000
  5.000000000000001E-001  5.765387132456100E-005  1.108414686450874E+000
  6.000000000000002E-001  7.694929067741962E-005  1.111803780250441E+000
  7.000000000000003E-001  9.740903619189272E-005  1.114665537332767E+000
  8.000000000000004E-001  1.187223494849210E-004  1.117135910372215E+000
  9.000000000000005E-001  1.406517422602972E-004  1.119303837979470E+000
  1.000000000000000E+000  1.630185141286693E-004  1.121231542320688E+000
  1.100000000000001E+000  1.856912244593043E-004  1.122964698863729E+000
  1.200000000000001E+000  2.085762171091064E-004  1.124538052547861E+000
  1.300000000000001E+000  2.316097358562696E-004  1.125978754562443E+000
  1.400000000000001E+000  2.547513576238256E-004  1.127308462186502E+000
  1.500000000000001E+000  2.779785528390681E-004  1.128544723531675E+000
  1.600000000000001E+000  3.012822198664773E-004  1.129701927036493E+000
  1.700000000000001E+000  3.246630605139921E-004  1.130791974355823E+000
  1.800000000000001E+000  3.481286772512580E-004  1.131824770905127E+000
  1.900000000000001E+000  3.716912840498851E-004  1.132808592489905E+000
  2.000000000000001E+000  3.954127706158343E-004  1.133770917386187E+000
  2.100000000000001E+000  4.192800678519955E-004  1.134695981302186E+000
  2.200000000000002E+000  4.433069165831294E-004  1.135588643206867E+000
  2.300000000000002E+000  4.675071689960568E-004  1.136452926724767E+000
  2.400000000000002E+000  4.918943136493100E-004  1.137292158777939E+000
  2.500000000000002E+000  5.164811438138608E-004  1.138109084159896E+000
  2.600000000000002E+000  5.412795364468730E-004  1.138905961750537E+000
  2.700000000000002E+000  5.663003157269256E-004  1.139684646095944E+000
  2.800000000000002E+000  5.915531806738998E-004  1.140446656853861E+000
  2.900000000000002E+000  6.170466809347345E-004  1.141193237873301E+000
  3.000000000000002E+000  6.427882284134601E-004  1.141925407253710E+000
  3.100000000000002E+000  6.687841351938969E-004  1.142643999492018E+000
  3.200000000000002E+000  6.950396703030168E-004  1.143349700692510E+000
  3.300000000000002E+000  7.215591294464763E-004  1.144043077731731E+000
  3.400000000000003E+000  7.483459130505055E-004  1.144724602207385E+000
  3.500000000000003E+000  7.754026088752640E-004  1.145394669939455E+000
  3.600000000000003E+000  8.027310762056704E-004  1.146053616726888E+000
  3.700000000000003E+000  8.303325292340183E-004  1.146701730992626E+000
  3.800000000000003E+000  8.582076177622374E-004  1.147339263875493E+000
  3.900000000000003E+000  8.863565037938335E-004  1.147966437252232E+000
  4.000000000000003E+000  9.147789329699246E-004  1.148583450099953E+000
  4.100000000000002E+000  9.434743001377447E-004  1.149190483540806E+000
  4.200000000000002E+000  9.724417086276486E-004  1.149787704848644E+000
  4.300000000000002E+000  1.001680023058457E-003  1.150375270642747E+000
  4.400000000000001E+000  1.031187915693095E-003  1.150953329446808E+000
  4.500000000000001E+000  1.060963906529267E-003  1.151522023752015E+000
  4.600000000000001E+000  1.091006397436099E-003  1.152081491690969E+000
  4.700000000000000E+000  1.121313700740691E-003  1.152631868403274E+000
  4.800000000000000E+000  1.151884062731931E-003  1.153173287153545E+000
  5.000000000000000E+000  1.214069589243133E-003  1.154248659213289E+000
  5.200000000000000E+000  1.277284236615332E-003  1.155287588409321E+000
  5.400000000000000E+000  1.341512338382842E-003  1.156291439473777E+000
  5.600000000000001E+000  1.406738249072298E-003  1.157261577941507E+000
  5.699999999999998E+000  1.439496435966423E-003  1.157721773324916E+000
  5.799999999999998E+000  1.472538466389949E-003  1.158176859462300E+000
  5.899999999999998E+000  1.505883664805087E-003  1.158627924784430E+000
  5.999999999999997E+000  1.539469232152150E-003  1.159071725872798E+000
  6.199999999999998E+000  1.607590934239587E-003  1.159949838592327E+000
  6.399999999999998E+000  1.676647552970526E-003  1.160799593601006E+000
  6.599999999999998E+000  1.746623087491352E-003  1.161622355174287E+000
  6.799999999999998E+000  1.817501201639777E-003  1.162419465611751E+000
  6.999999999999998E+000  1.889265242533832E-003  1.163192238691249E+000
  7.199999999999998E+000  1.961898263916963E-003  1.163941953598426E+000
  7.399999999999999E+000  2.035383055856373E-003  1.164669849564488E+000
  7.599999999999999E+000  2.109702180581095E-003  1.165377121359208E+000
  7.799999999999999E+000  2.184838013358341E-003  1.166064915707492E+000
  7.999999999999999E+000  2.260772786938542E-003  1.166734328634823E+000
  8.199999999999999E+000  2.337488638033468E-003  1.167386403700573E+000
  8.399999999999999E+000  2.414967654397022E-003  1.168022131047046E+000
  8.599999999999998E+000  2.493191921272452E-003  1.168642447173408E+000
  8.799999999999997E+000  2.572143566199911E-003  1.169248235334785E+000
  8.999999999999996E+000  2.651804801411960E-003  1.169840326465209E+000
  9.199999999999996E+000  2.732157963262486E-003  1.170419500526585E+000
  9.399999999999995E+000  2.813185548326301E-003  1.170986488192717E+000
  9.599999999999994E+000  2.894870245968415E-003  1.171541972786281E+000
  9.799999999999994E+000  2.977194967313228E-003  1.172086592396429E+000
  9.999999999999993E+000  3.060142870646492E-003  1.172620942114728E+000
  1.049999999999999E+001  3.271181115077911E-003  1.173951002281206E+000
  1.099999999999999E+001  3.485650326862928E-003  1.175225183427649E+000
  1.149999999999999E+001  3.703320291084210E-003  1.176450132676074E+000
  1.199999999999999E+001  3.923972723909599E-003  1.177631312022678E+000
  1.249999999999999E+001  4.147402609326054E-003  1.178773249617834E+000
  1.299999999999999E+001  4.373418274974114E-003  1.179879725249953E+000
  1.349999999999999E+001  4.601840969103333E-003  1.180953913495415E+000
  1.399999999999999E+001  4.832504235267690E-003  1.181998496824696E+000
  1.449999999999999E+001  5.065253207876407E-003  1.183015756011183E+000
  1.499999999999999E+001  5.299943884667285E-003  1.184007642812128E+000
  1.549999999999999E+001  5.536442404511386E-003  1.184975838583533E+000
  1.599999999999999E+001  5.774624346271010E-003  1.185921801657134E+000
  1.649999999999999E+001  6.014374057779943E-003  1.186846805712113E+000
  1.699999999999999E+001  6.255584020066838E-003  1.187751970919621E+000
  1.749999999999999E+001  6.498154249395763E-003  1.188638289280376E+000
  1.799999999999999E+001  6.741991737987837E-003  1.189506645290707E+000
  1.849999999999999E+001  6.987009933130428E-003  1.190357832844855E+000
  1.899999999999999E+001  7.233128253607877E-003  1.191192569099611E+000
  1.949999999999999E+001  7.480271641889440E-003  1.192011505882439E+000
  1.999999999999999E+001  7.728370150208220E-003  1.192815239108645E+000
  2.099999999999999E+001  8.227915814816161E-003  1.194413495265887E+000
  2.199999999999999E+001  8.730389569726167E-003  1.195952513746604E+000
  2.299999999999999E+001  9.235407882715077E-003  1.197436168891720E+000
  2.399999999999999E+001  9.742632486203447E-003  1.198868046916471E+000
  2.499999999999999E+001  1.025176614304769E-002  1.200251263072884E+000
  2.599999999999999E+001  1.076254736286778E-002  1.201588618659518E+000
  2.699999999999999E+001  1.127474566815738E-002  1.202882654266414E+000
  2.799999999999999E+001  1.178815752991929E-002  1.204135689241219E+000
  2.899999999999999E+001  1.230260289335214E-002  1.205349852348009E+000
  2.999999999999999E+001  1.281792220236341E-002  1.206527106210257E+000
  3.099999999999999E+001  1.333397384420041E-002  1.207669267170738E+000
  3.199999999999999E+001  1.385063194871472E-002  1.208778021682442E+000
  3.299999999999999E+001  1.436778448790737E-002  1.209854940021366E+000
  3.399999999999999E+001  1.488533163051362E-002  1.210901487897076E+000
  3.599999999999999E+001  1.592135692432898E-002  1.212947208140168E+000
  3.799999999999999E+001  1.695780301871542E-002  1.214879869417242E+000
  3.999999999999999E+001  1.799423370841393E-002  1.216709666535459E+000
