! time                    int_diameter            frank_diameter          perfect_diameter        vac_diameter            faulted_diameter        void_diameter           
  9.000000000000000E+002  1.764591725977831E-001  7.756415640605485E-001  5.666417008622460E-001  1.407024988643415E-001  9.318162955299969E-001  2.557167803028512E-001
  9.200000000000000E+002  1.764610302748191E-001  7.760122815807400E-001  5.677100685007751E-001  1.407027411346937E-001  9.344786906389380E-001  2.557178740507487E-001
  9.400000000000000E+002  1.764628544476164E-001  7.763743630053751E-001  5.687480334327734E-001  1.407029816018648E-001  9.371041787705842E-001  2.557189599525855E-001
  9.600000000000000E+002  1.764646459684063E-001  7.767282145826733E-001  5.697567564477618E-001  1.407032203095279E-001  9.396940289114980E-001  2.557200381838705E-001
  9.800000000000000E+002  1.764664056808348E-001  7.770742146489861E-001  5.707373358153374E-001  1.407034572996332E-001  9.422494430196680E-001  2.557211089140610E-001
  1.000000000000000E+003  1.764681344165291E-001  7.774127161173088E-001  5.716908116647550E-001  1.407036926124953E-001  9.447715608289228E-001  2.557221723067968E-001
  1.050000000000000E+003  1.764723117204985E-001  7.782342179982290E-001  5.739743528914447E-001  1.407042708890457E-001  9.509639878265183E-001  2.557247863256366E-001
  1.100000000000000E+003  1.764763153047765E-001  7.790148999162421E-001  5.761095778481384E-001  1.407048397782854E-001  9.569624487246575E-001  2.557273591831315E-001
  1.150000000000000E+003  1.764801558196295E-001  7.797586926580865E-001  5.781085774418566E-001  1.407053997319619E-001  9.627835120241303E-001  2.557298926695841E-001
  1.200000000000000E+003  1.764838435838609E-001  7.804690188857744E-001  5.799821342930809E-001  1.407059511864766E-001  9.684409288898870E-001  2.557323885810014E-001
  1.250000000000000E+003  1.764873883410763E-001  7.811488608480298E-001  5.817398788765137E-001  1.407064945481789E-001  9.739465795625863E-001  2.557348486125951E-001
  1.300000000000000E+003  1.764907991303763E-001  7.818008269126938E-001  5.833904394682771E-001  1.407070301935857E-001  9.793109157277353E-001  2.557372743487395E-001
  1.350000000000000E+003  1.764940842943084E-001  7.824272087668448E-001  5.849415724317989E-001  1.407075584714847E-001  9.845432322702271E-001  2.557396672669845E-001
  1.400000000000000E+003  1.764972515197135E-001  7.830300291815075E-001  5.864002733404621E-001  1.407080797053261E-001  9.896518582262583E-001  2.557420287452322E-001
  1.450000000000000E+003  1.765003078868709E-001  7.836110816161753E-001  5.877728715159467E-001  1.407085941955299E-001  9.946443010353877E-001  2.557443600694929E-001
  1.500000000000000E+003  1.765032599194176E-001  7.841719630630949E-001  5.890651106122065E-001  1.407091022216096E-001  9.995273602868462E-001  2.557466624414138E-001
  1.550000000000000E+003  1.765061136322727E-001  7.847141013683615E-001  5.902822175374592E-001  1.407096040440923E-001  1.004307219921981E+000  2.557489369853142E-001
  1.600000000000000E+003  1.765088745764648E-001  7.852387780557109E-001  5.914289616300236E-001  1.407100999062415E-001  1.008989524416561E+000  2.557511847546407E-001
  1.650000000000000E+003  1.765115478804746E-001  7.857471474842372E-001  5.925097056684596E-001  1.407105900355971E-001  1.013579442619318E+000  2.557534067378467E-001
  1.700000000000000E+003  1.765141382880350E-001  7.862402530080140E-001  5.935284500159720E-001  1.407110746453530E-001  1.018081721833199E+000  2.557556038637208E-001
  1.750000000000000E+003  1.765166501925086E-001  7.867190406734992E-001  5.944888709693784E-001  1.407115539355873E-001  1.022500734034891E+000  2.557577770062094E-001
  1.800000000000000E+003  1.765190876680404E-001  7.871843708853385E-001  5.953943541963140E-001  1.407120280943650E-001  1.026840515665181E+000  2.557599269887775E-001
  1.850000000000000E+003  1.765214544977282E-001  7.876370283876842E-001  5.962480239928478E-001  1.407124972987256E-001  1.031104802098846E+000  2.557620545883538E-001
  1.900000000000000E+003  1.765237541990635E-001  7.880777308420369E-001  5.970527689705371E-001  1.407129617155705E-001  1.035297057668199E+000  2.557641605389017E-001
  1.950000000000000E+003  1.765259900468919E-001  7.885071362301073E-001  5.978112646815456E-001  1.407134215024615E-001  1.039420501940072E+000  2.557662455346555E-001
  2.000000000000000E+003  1.765281650941339E-001  7.889258492684107E-001  5.985259936083243E-001  1.407138768083409E-001  1.043478132813429E+000  2.557683102330568E-001
  2.050000000000000E+003  1.765302821904877E-001  7.893344269878675E-001  5.991992628768873E-001  1.407143277741812E-001  1.047472746902091E+000  2.557703552574213E-001
  2.100000000000000E+003  1.765323439993204E-001  7.897333836048641E-001  5.998332199971189E-001  1.407147745335748E-001  1.051406957586521E+000  2.557723811993696E-001
  2.150000000000000E+003  1.765343530129329E-001  7.901231947885662E-001  6.004298668874855E-001  1.407152172132673E-001  1.055283211054360E+000  2.557743886210362E-001
  2.200000000000000E+003  1.765363115663694E-001  7.905043014117197E-001  6.009910724032991E-001  1.407156559336432E-001  1.059103800597857E+000  2.557763780570917E-001
  2.250000000000000E+003  1.765382218499204E-001  7.908771128578903E-001  6.015185835557273E-001  1.407160908091673E-001  1.062870879394329E+000  2.557783500165878E-001
  2.300000000000000E+003  1.765400859204586E-001  7.912420099463980E-001  6.020140355820448E-001  1.407165219487880E-001  1.066586471961604E+000  2.557803049846496E-001
  2.350000000000000E+003  1.765419057117243E-001  7.915993475265826E-001  6.024789610051398E-001  1.407169494563057E-001  1.070252484451928E+000  2.557822434240230E-001
  2.400000000000000E+003  1.765436830436745E-001  7.919494567851176E-001  6.029147978013455E-001  1.407173734307093E-001  1.073870713924487E+000  2.557841657765015E-001
  2.450000000000000E+003  1.765454196309859E-001  7.922926473035066E-001  6.033228967796321E-001  1.407177939664864E-001  1.077442856716934E+000  2.557860724642340E-001
  2.500000000000000E+003  1.765471170908026E-001  7.926292088974224E-001  6.037045282615745E-001  1.407182111539060E-001  1.080970516019959E+000  2.557879638909324E-001
  2.550000000000000E+003  1.765487769498028E-001  7.929594132649883E-001  6.040608881399139E-001  1.407186250792808E-001  1.084455208744925E+000  2.557898404429825E-001
  2.600000000000000E+003  1.765504006506521E-001  7.932835154672486E-001  6.043931033836083E-001  1.407190358252069E-001  1.087898371762895E+000  2.557917024904738E-001
  2.650000000000000E+003  1.765519895579055E-001  7.936017552608668E-001  6.047022370487882E-001  1.407194434707864E-001  1.091301367583345E+000  2.557935503881478E-001
  2.700000000000000E+003  1.765535449634115E-001  7.939143583003405E-001  6.049892928477095E-001  1.407198480918323E-001  1.094665489532236E+000  2.557953844762809E-001
  2.750000000000000E+003  1.765550680912661E-001  7.942215372247355E-001  6.052552193215205E-001  1.407202497610587E-001  1.097991966481821E+000  2.557972050814992E-001
  2.800000000000000E+003  1.765565601023607E-001  7.945234926419454E-001  6.055009136571995E-001  1.407206485482561E-001  1.101281967178259E+000  2.557990125175371E-001
  2.850000000000000E+003  1.765580220985616E-001  7.948204140218379E-001  6.057272251843278E-001  1.407210445204550E-001  1.104536604207569E+000  2.558008070859406E-001
  2.900000000000000E+003  1.765594551265559E-001  7.951124805081874E-001  6.059349585832444E-001  1.407214377420776E-001  1.107756937635867E+000  2.558025890767258E-001
  2.950000000000000E+003  1.765608601813947E-001  7.953998616580737E-001  6.061248768325752E-001  1.407218282750783E-001  1.110943978355573E+000  2.558043587689871E-001
  3.000000000000000E+003  1.765622382097610E-001  7.956827181163665E-001  6.062977039210226E-001  1.407222161790757E-001  1.114098691165845E+000  2.558061164314681E-001
  3.050000000000000E+003  1.765635901129874E-001  7.959612022319972E-001  6.064541273455495E-001  1.407226015114744E-001  1.117221997612285E+000  2.558078623230945E-001
  3.100000000000000E+003  1.765649167498451E-001  7.962354586219269E-001  6.065948004157486E-001  1.407229843275793E-001  1.120314778608289E+000  2.558095966934708E-001
  3.150000000000000E+003  1.765662189391260E-001  7.965056246880364E-001  6.067203443820408E-001  1.407233646807027E-001  1.123377876857980E+000  2.558113197833447E-001
  3.200000000000000E+003  1.765674974620340E-001  7.967718310915669E-001  6.068313504035356E-001  1.407237426222638E-001  1.126412099098608E+000  2.558130318250444E-001
  3.300000000000000E+003  1.765699816694283E-001  7.972950363200110E-001  6.070306133461755E-001  1.407244892271992E-001  1.132403345073663E+000  2.558164134258752E-001
  3.400000000000000E+003  1.765723805908870E-001  7.978036893389995E-001  6.071778002694466E-001  1.407252269000928E-001  1.138286079067783E+000  2.558197541070241E-001
  3.500000000000000E+003  1.765746989751898E-001  7.982986273189746E-001  6.072766948557273E-001  1.407259559711480E-001  1.144066248178617E+000  2.558230553391081E-001
  3.600000000000000E+003  1.765769413807884E-001  7.987806225002623E-001  6.073307600300707E-001  1.407266767568581E-001  1.149749122804478E+000  2.558263185499763E-001
  3.700000000000000E+003  1.765791120509746E-001  7.992503853503892E-001  6.073431667009226E-001  1.407273895560431E-001  1.155339491919542E+000  2.558295450924012E-001
  3.800000000000000E+003  1.765812149091474E-001  7.997085697484199E-001  6.073168227068294E-001  1.407280946503346E-001  1.160841752003606E+000  2.558327362434938E-001
  3.900000000000000E+003  1.765832535814278E-001  8.001557782738924E-001  6.072543990996703E-001  1.407287923052494E-001  1.166259962528744E+000  2.558358932086732E-001
  4.000000000000000E+003  1.765852314230140E-001  8.005925671459585E-001  6.071583535289093E-001  1.407294827713343E-001  1.171597886647058E+000  2.558390171264456E-001
  4.100000000000000E+003  1.765871515432259E-001  8.010194507025835E-001  6.070309509634423E-001  1.407301662852653E-001  1.176859023530348E+000  2.558421090731419E-001
  4.200000000000000E+003  1.765890168282262E-001  8.014369054150698E-001  6.068742820583160E-001  1.407308430708674E-001  1.182046635201772E+000  2.558451700673811E-001
  4.300000000000000E+003  1.765908299613687E-001  8.018453734686107E-001  6.066902794588764E-001  1.407315133400539E-001  1.187163769363520E+000  2.558482010742050E-001
  4.400000000000000E+003  1.765925934413637E-001  8.022452659504767E-001  6.064807323024813E-001  1.407321772936855E-001  1.192213279131908E+000  2.558512030088787E-001
  4.500000000000000E+003  1.765943095985004E-001  8.026369656888102E-001  6.062472991443472E-001  1.407328351223546E-001  1.197197840288593E+000  2.558541767403736E-001
  4.600000000000000E+003  1.765959806091547E-001  8.030208297825905E-001  6.059915195034942E-001  1.407334870071033E-001  1.202119966483581E+000  2.558571230945602E-001
  4.700000000000000E+003  1.765976085087878E-001  8.033971918595680E-001  6.057148241980035E-001  1.407341331200788E-001  1.206982022717927E+000  2.558600428571287E-001
  4.800000000000000E+003  1.765991952036195E-001  8.037663640948538E-001  6.054185446157546E-001  1.407347736251331E-001  1.211786237361946E+000  2.558629367762697E-001
  4.900000000000000E+003  1.766007424811306E-001  8.041286390189224E-001  6.051039210470880E-001  1.407354086783733E-001  1.216534712913993E+000  2.558658055651318E-001
  5.000000000000000E+003  1.766022520195332E-001  8.044842911401496E-001  6.047721101889791E-001  1.407360384286655E-001  1.221229435667399E+000  2.558686499040784E-001
  5.100000000000000E+003  1.766037253963265E-001  8.048335784038058E-001  6.044241919158905E-001  1.407366630180980E-001  1.225872284424738E+000  2.558714704427642E-001
  5.200000000000000E+003  1.766051640960411E-001  8.051767435065852E-001  6.040611754001499E-001  1.407372825824072E-001  1.230465038376288E+000  2.558742678020465E-001
  5.300000000000000E+003  1.766065695172635E-001  8.055140150833067E-001  6.036840046541249E-001  1.407378972513701E-001  1.235009384241852E+000  2.558770425757471E-001
  5.400000000000000E+003  1.766079429790160E-001  8.058456087802729E-001  6.032935635573838E-001  1.407385071491658E-001  1.239506922760691E+000  2.558797953322794E-001
  5.500000000000000E+003  1.766092857265641E-001  8.061717282279520E-001  6.028906804242212E-001  1.407391123947102E-001  1.243959174602490E+000  2.558825266161516E-001
  5.600000000000000E+003  1.766105989367104E-001  8.064925659240415E-001  6.024761321601849E-001  1.407397131019644E-001  1.248367585762483E+000  2.558852369493567E-001
  5.700000000000000E+003  1.766118837226276E-001  8.068083040366090E-001  6.020506480504072E-001  1.407403093802208E-001  1.252733532495568E+000  2.558879268326640E-001
  5.800000000000000E+003  1.766131411382774E-001  8.071191151358155E-001  6.016149132174943E-001  1.407409013343686E-001  1.257058325837354E+000  2.558905967468127E-001
  5.900000000000000E+003  1.766143721824593E-001  8.074251628616883E-001  6.011695717823364E-001  1.407414890651396E-001  1.261343215754157E+000  2.558932471536237E-001
  6.000000000000000E+003  1.766155778025215E-001  8.077266025345495E-001  6.007152297573884E-001  1.407420726693369E-001  1.265589394958815E+000  2.558958784970314E-001
  6.100000000000000E+003  1.766167588977703E-001  8.080235817138883E-001  6.002524576986251E-001  1.407426522400475E-001  1.269798002425025E+000  2.558984912040458E-001
  6.200000000000000E+003  1.766179163226055E-001  8.083162407108374E-001  5.997817931394767E-001  1.407432278668407E-001  1.273970126628951E+000  2.559010856856467E-001
  6.300000000000000E+003  1.766190508894066E-001  8.086047130587973E-001  5.993037428274895E-001  1.407437996359524E-001  1.278106808543765E+000  2.559036623376216E-001
  6.400000000000000E+003  1.766201633711949E-001  8.088891259462584E-001  5.988187847822176E-001  1.407443676304577E-001  1.282209044409905E+000  2.559062215413432E-001
  6.500000000000000E+003  1.766212545040900E-001  8.091696006154038E-001  5.983273701908781E-001  1.407449319304318E-001  1.286277788301283E+000  2.559087636645002E-001
  6.600000000000000E+003  1.766223249895809E-001  8.094462527297173E-001  5.978299251565817E-001  1.407454926131006E-001  1.290313954505695E+000  2.559112890617793E-001
  6.700000000000000E+003  1.766233754966266E-001  8.097191927134345E-001  5.973268523123950E-001  1.407460497529818E-001  1.294318419735626E+000  2.559137980755042E-001
  6.800000000000000E+003  1.766244066636022E-001  8.099885260654074E-001  5.968185323131532E-001  1.407466034220167E-001  1.298292025184047E+000  2.559162910362348E-001
  6.900000000000000E+003  1.766254191001039E-001  8.102543536496640E-001  5.963053252157351E-001  1.407471536896941E-001  1.302235578438372E+000  2.559187682633287E-001
  7.000000000000000E+003  1.766264133886237E-001  8.105167719647262E-001  5.957875717574453E-001  1.407477006231668E-001  1.306149855264329E+000  2.559212300654692E-001
  7.100000000000000E+003  1.766273900861063E-001  8.107758733935209E-001  5.952655945412056E-001  1.407482442873606E-001  1.310035601270463E+000  2.559236767411618E-001
  7.200000000000000E+003  1.766283497253967E-001  8.110317464355532E-001  5.947396991354089E-001  1.407487847450768E-001  1.313893533462910E+000  2.559261085792006E-001
  7.300000000000000E+003  1.766292928165883E-001  8.112844759228373E-001  5.942101750955441E-001  1.407493220570895E-001  1.317724341699130E+000  2.559285258591068E-001
  7.400000000000000E+003  1.766302198482792E-001  8.115341432209348E-001  5.936772969140203E-001  1.407498562822359E-001  1.321528690048599E+000  2.559309288515433E-001
  7.500000000000000E+003  1.766311312887441E-001  8.117808264163242E-001  5.931413249040313E-001  1.407503874775024E-001  1.325307218067557E+000  2.559333178187056E-001
  7.600000000000000E+003  1.766320275870278E-001  8.120246004912079E-001  5.926025060227412E-001  1.407509156981055E-001  1.329060541994456E+000  2.559356930146878E-001
  7.700000000000000E+003  1.766329091739678E-001  8.122655374867603E-001  5.920610746386209E-001  1.407514409975683E-001  1.332789255871982E+000  2.559380546858337E-001
  7.800000000000000E+003  1.766337764631503E-001  8.125037066557237E-001  5.915172532472978E-001  1.407519634277926E-001  1.336493932601137E+000  2.559404030710621E-001
  8.000000000000000E+003  1.766354673120969E-001  8.129735396349268E-001  5.904496921320370E-001  1.407529971806846E-001  1.343834345981268E+000  2.559450487224232E-001
  8.200000000000000E+003  1.766371059905172E-001  8.134329722335704E-001  5.893740055714528E-001  1.407540201698488E-001  1.351083930550827E+000  2.559496445319361E-001
  8.400000000000000E+003  1.766386950986304E-001  8.138824714001537E-001  5.882916403012829E-001  1.407550327430276E-001  1.358246925225403E+000  2.559541920869667E-001
  8.600000000000000E+003  1.766402371536351E-001  8.143224745079620E-001  5.872039077750189E-001  1.407560352331583E-001  1.365327171992895E+000  2.559586929185942E-001
  8.800000000000000E+003  1.766417345113760E-001  8.147533903250925E-001  5.861119972896010E-001  1.407570279563480E-001  1.372328216820561E+000  2.559631484826621E-001
  9.000000000000000E+003  1.766431893685649E-001  8.151756008734935E-001  5.850169881673396E-001  1.407580112125626E-001  1.379253355624282E+000  2.559675601615877E-001
  9.200000000000000E+003  1.766446037743364E-001  8.155894634309618E-001  5.839198605630359E-001  1.407589852865902E-001  1.386105664532694E+000  2.559719292684234E-001
  9.400000000000000E+003  1.766459796422102E-001  8.159953124747917E-001  5.828215050528897E-001  1.407599504490095E-001  1.392888022790551E+000  2.559762570511481E-001
  9.600000000000000E+003  1.766473187612589E-001  8.163934614998113E-001  5.817227311668566E-001  1.407609069571116E-001  1.399603131298045E+000  2.559805446968166E-001
  9.800000000000000E+003  1.766486228063173E-001  8.167842046914110E-001  5.806242749991406E-001  1.407618550557625E-001  1.406253528222758E+000  2.559847933354643E-001
  1.000000000000000E+004  1.766498933472465E-001  8.171678184534675E-001  5.795268060103934E-001  1.407627949782014E-001  1.412841602480549E+000  2.559890040437470E-001
  1.020000000000000E+004  1.766511318573263E-001  8.175445627989588E-001  5.784309331189359E-001  1.407637269467815E-001  1.419369605571502E+000  2.559931778483124E-001
  1.040000000000000E+004  1.766523397208532E-001  8.179146826140068E-001  5.773372101651043E-001  1.407646511736512E-001  1.425839662091469E+000  2.559973157289176E-001
  1.060000000000000E+004  1.766535182400235E-001  8.182784088067580E-001  5.762461408216965E-001  1.407655678613854E-001  1.432253779144594E+000  2.560014186213110E-001
  1.080000000000000E+004  1.766546686411759E-001  8.186359593522020E-001  5.751581830140549E-001  1.407664772035665E-001  1.438613854823767E+000  2.560054874198978E-001
  1.100000000000000E+004  1.766557920804606E-001  8.189875402432640E-001  5.740737529051843E-001  1.407673793853226E-001  1.444921685888142E+000  2.560095229801990E-001
  1.120000000000000E+004  1.766568896489940E-001  8.193333463575978E-001  5.729932284943364E-001  1.407682745838245E-001  1.451178974740617E+000  2.560135261211343E-001
  1.140000000000000E+004  1.766579623775541E-001  8.196735622485877E-001  5.719169528714663E-001  1.407691629687467E-001  1.457387335789670E+000  2.560174976271316E-001
  1.160000000000000E+004  1.766590112408631E-001  8.200083628681645E-001  5.708452371647558E-001  1.407700447026936E-001  1.463548301265853E+000  2.560214382500846E-001
  1.180000000000000E+004  1.766600371614982E-001  8.203379142282294E-001  5.697783632139211E-001  1.407709199415961E-001  1.469663326552612E+000  2.560253487111716E-001
  1.200000000000000E+004  1.766610410134710E-001  8.206623740067480E-001  5.687165859980924E-001  1.407717888350792E-001  1.475733795082475E+000  2.560292297025435E-001
  1.220000000000000E+004  1.766620236255057E-001  8.209818921039000E-001  5.676601358436849E-001  1.407726515268049E-001  1.481761022842876E+000  2.560330818888962E-001
  1.240000000000000E+004  1.766629857840460E-001  8.212966111530943E-001  5.666092204347252E-001  1.407735081547902E-001  1.487746262530146E+000  2.560369059089332E-001
  1.260000000000000E+004  1.766639282360191E-001  8.216066669911357E-001  5.655640266455160E-001  1.407743588517047E-001  1.493690707385493E+000  2.560407023767314E-001
  1.280000000000000E+004  1.766648516913773E-001  8.219121890913635E-001  5.645247222133017E-001  1.407752037451478E-001  1.499595494742775E+000  2.560444718830155E-001
  1.300000000000000E+004  1.766657568254393E-001  8.222133009631818E-001  5.634914572666008E-001  1.407760429579076E-001  1.505461709314523E+000  2.560482149963487E-001
  1.320000000000000E+004  1.766666442810501E-001  8.225101205210427E-001  5.624643657231744E-001  1.407768766082034E-001  1.511290386239656E+000  2.560519322642453E-001
  1.340000000000000E+004  1.766675146705754E-001  8.228027604256195E-001  5.614435665700731E-001  1.407777048099125E-001  1.517082513913870E+000  2.560556242142146E-001
  1.360000000000000E+004  1.766683685777459E-001  8.230913283996288E-001  5.604291650368761E-001  1.407785276727827E-001  1.522839036621438E+000  2.560592913547386E-001
  1.380000000000000E+004  1.766692065593640E-001  8.233759275205171E-001  5.594212536720691E-001  1.407793453026316E-001  1.528560856985239E+000  2.560629341761881E-001
  1.400000000000000E+004  1.766700291468865E-001  8.236566564919940E-001  5.584199133314571E-001  1.407801578015343E-001  1.534248838250167E+000  2.560665531516855E-001
  1.420000000000000E+004  1.766708368478922E-001  8.239336098962143E-001  5.574252140866114E-001  1.407809652679987E-001  1.539903806413494E+000  2.560701487379127E-001
  1.440000000000000E+004  1.766716301474461E-001  8.242068784282183E-001  5.564372160605195E-001  1.407817677971316E-001  1.545526552214621E+000  2.560737213758747E-001
  1.460000000000000E+004  1.766724095093668E-001  8.244765491141023E-001  5.554559701969016E-001  1.407825654807940E-001  1.551117832995225E+000  2.560772714916141E-001
  1.480000000000000E+004  1.766731753774068E-001  8.247427055142360E-001  5.544815189690052E-001  1.407833584077488E-001  1.556678374440023E+000  2.560807994968900E-001
  1.500000000000000E+004  1.766739281763527E-001  8.250054279127391E-001  5.535138970331306E-001  1.407841466637983E-001  1.562208872207284E+000  2.560843057898136E-001
  1.520000000000000E+004  1.766746683130505E-001  8.252647934942903E-001  5.525531318316208E-001  1.407849303319153E-001  1.567709993457450E+000  2.560877907554500E-001
  1.540000000000000E+004  1.766753961773636E-001  8.255208765092789E-001  5.515992441496091E-001  1.407857094923670E-001  1.573182378287470E+000  2.560912547663874E-001
  1.560000000000000E+004  1.766761121430674E-001  8.257737484281837E-001  5.506522486294010E-001  1.407864842228310E-001  1.578626641077812E+000  2.560946981832742E-001
  1.580000000000000E+004  1.766768165686864E-001  8.260234780860140E-001  5.497121542460084E-001  1.407872545985060E-001  1.584043371758473E+000  2.560981213553268E-001
  1.600000000000000E+004  1.766775097982778E-001  8.262701318175533E-001  5.487789647470341E-001  1.407880206922165E-001  1.589433136999818E+000  2.561015246208112E-001
  1.620000000000000E+004  1.766781921621660E-001  8.265137735840957E-001  5.478526790598058E-001  1.407887825745116E-001  1.594796481333551E+000  2.561049083074999E-001
  1.640000000000000E+004  1.766788639776310E-001  8.267544650922980E-001  5.469332916683962E-001  1.407895403137587E-001  1.600133928208708E+000  2.561082727331029E-001
  1.660000000000000E+004  1.766795255495545E-001  8.269922659057267E-001  5.460207929629388E-001  1.407902939762329E-001  1.605445980987136E+000  2.561116182056783E-001
  1.680000000000000E+004  1.766801771710274E-001  8.272272335496136E-001  5.451151695634252E-001  1.407910436262013E-001  1.610733123882621E+000  2.561149450240215E-001
  1.700000000000000E+004  1.766808191239200E-001  8.274594236093188E-001  5.442164046199864E-001  1.407917893260031E-001  1.615995822847404E+000  2.561182534780358E-001
  1.720000000000000E+004  1.766814516794193E-001  8.276888898229280E-001  5.433244780914830E-001  1.407925311361263E-001  1.621234526409620E+000  2.561215438490816E-001
  1.740000000000000E+004  1.766820750985345E-001  8.279156841684036E-001  5.424393670040725E-001  1.407932691152799E-001  1.626449666464894E+000  2.561248164103133E-001
  1.760000000000000E+004  1.766826896325731E-001  8.281398569456545E-001  5.415610456912853E-001  1.407940033204630E-001  1.631641659025015E+000  2.561280714269957E-001
  1.780000000000000E+004  1.766832955235903E-001  8.283614568538810E-001  5.406894860170028E-001  1.407947338070304E-001  1.636810904926516E+000  2.561313091568069E-001
  1.800000000000000E+004  1.766838930048123E-001  8.285805310645000E-001  5.398246575826293E-001  1.407954606287557E-001  1.641957790501657E+000  2.561345298501272E-001
  1.820000000000000E+004  1.766844823010369E-001  8.287971252899571E-001  5.389665279196260E-001  1.407961838378901E-001  1.647082688214174E+000  2.561377337503130E-001
  1.840000000000000E+004  1.766850636290110E-001  8.290112838486884E-001  5.381150626684923E-001  1.407969034852200E-001  1.652185957262024E+000  2.561409210939605E-001
  1.860000000000000E+004  1.766856371977887E-001  8.292230497264887E-001  5.372702257451916E-001  1.407976196201209E-001  1.657267944149090E+000  2.561440921111539E-001
  1.880000000000000E+004  1.766862032090684E-001  8.294324646345126E-001  5.364319794959272E-001  1.407983322906093E-001  1.662328983227781E+000  2.561472470257055E-001
  1.900000000000000E+004  1.766867618575140E-001  8.296395690641309E-001  5.356002848411185E-001  1.407990415433923E-001  1.667369397214276E+000  2.561503860553817E-001
  1.920000000000000E+004  1.766873133310568E-001  8.298444023388353E-001  5.347751014093479E-001  1.407997474239143E-001  1.672389497677985E+000  2.561535094121236E-001
  1.940000000000000E+004  1.766878578111844E-001  8.300470026633809E-001  5.339563876619918E-001  1.408004499764031E-001  1.677389585506833E+000  2.561566173022527E-001
  1.960000000000000E+004  1.766883954732114E-001  8.302474071703347E-001  5.331441010092002E-001  1.408011492439120E-001  1.682369951349693E+000  2.561597099266707E-001
  1.980000000000000E+004  1.766889264865392E-001  8.304456519641944E-001  5.323381979178309E-001  1.408018452683620E-001  1.687330876037357E+000  2.561627874810508E-001
  2.000000000000000E+004  1.766894510149009E-001  8.306417721632220E-001  5.315386340118978E-001  1.408025380905810E-001  1.692272630983208E+000  2.561658501560181E-001
