! time                    visible_loop_density    visible_loop_diameter   
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.000000000000000E-001  1.575248808665838E-005  1.115182350995636E+000
  2.000000000000001E-001  7.599905941681453E-005  1.148655888536751E+000
  3.000000000000002E-001  1.776846837931492E-004  1.173456516985500E+000
  4.000000000000003E-001  3.129990845262339E-004  1.195270908004045E+000
  5.000000000000003E-001  4.704719553196271E-004  1.213532150740270E+000
  6.000000000000004E-001  6.435997089491913E-004  1.229268907780215E+000
  7.000000000000005E-001  8.291913295234323E-004  1.243795719752061E+000
  8.000000000000006E-001  1.022384244971482E-003  1.256415868165768E+000
  9.000000000000007E-001  1.221190770551459E-003  1.267524831402241E+000
  1.000000000000001E+000  1.424178741332082E-003  1.277398415244362E+000
  1.100000000000001E+000  1.630286269948609E-003  1.286240416183070E+000
  1.200000000000001E+000  1.838706238976389E-003  1.294207302919655E+000
  1.300000000000001E+000  2.048815356267464E-003  1.301422106880289E+000
  1.400000000000001E+000  2.260066018602039E-003  1.307931773660973E+000
  1.500000000000001E+000  2.472182724067875E-003  1.313842259626105E+000
  1.600000000000001E+000  2.685002659023132E-003  1.319257476373804E+000
  1.700000000000001E+000  2.898450948578757E-003  1.324211365766962E+000
  1.800000000000001E+000  3.112692017555228E-003  1.328717445018030E+000
  1.900000000000001E+000  3.328228110562895E-003  1.332764988290448E+000
  2.000000000000001E+000  3.546025827456743E-003  1.336315308405474E+000
  2.100000000000001E+000  3.767653852145938E-003  1.339300053545802E+000
  2.200000000000002E+000  3.995390072747997E-003  1.341624901474385E+000
  2.300000000000002E+000  4.232231074383135E-003  1.343182567238881E+000
  2.400000000000002E+000  4.481736779687284E-003  1.343876726924196E+000
  2.500000000000002E+000  4.747685922026451E-003  1.343653022519116E+000
  2.600000000000002E+000  5.033592220138973E-003  1.342527525910724E+000
  2.700000000000002E+000  5.342196911628715E-003  1.340601279412900E+000
  2.800000000000002E+000  5.675071957472401E-003  1.338054077034482E+000
  2.900000000000002E+000  6.032430326201595E-003  1.335119227910982E+000
  3.000000000000002E+000  6.413168630375830E-003  1.332048393938485E+000
  3.100000000000002E+000  6.815099264932476E-003  1.329077733913655E+000
  3.200000000000002E+000  7.235290186050653E-003  1.326403516539857E+000
  3.300000000000002E+000  7.670426410958610E-003  1.324170071596308E+000
  3.400000000000002E+000  8.118286176564992E-003  1.322536934544088E+000
  3.500000000000002E+000  8.573709236583250E-003  1.321501226504818E+000
  3.600000000000001E+000  9.033994169271713E-003  1.321055323517332E+000
  3.700000000000001E+000  9.496844443192367E-003  1.321167198280381E+000
  3.800000000000001E+000  9.960368921149477E-003  1.321789089451277E+000
  3.900000000000000E+000  1.042305485128655E-002  1.322864332907477E+000
  4.000000000000000E+000  1.088372622565553E-002  1.324332486892159E+000
  4.100000000000000E+000  1.134149662067825E-002  1.326133021605467E+000
