! time                    int_density             frank_density           perfect_density         vac_density             faulted_density         void_density            
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  2.140585232712487E-007  0.000000000000000E+000  0.000000000000000E+000
  1.000000000000000E-001  5.502189237807805E-006  6.871330156830312E-004  1.713817813060522E-005  4.749129504208877E-002  3.336392959123198E-004  2.728230898140109E-011
  2.000000000000001E-001  4.650234685311315E-006  1.372688416957226E-003  1.262040946854040E-005  8.806064940785129E-002  5.618513897708143E-004  5.196405839745462E-011
  3.000000000000002E-001  4.088588665490522E-006  2.057481934250319E-003  1.001438697873464E-005  1.254569826909177E-001  7.567814366512218E-004  7.501360358472396E-011
  4.000000000000003E-001  3.658830345726114E-006  2.741734102806551E-003  8.316189309010670E-006  1.603488333361553E-001  9.402521459838284E-004  9.653338946503496E-011
  5.000000000000003E-001  3.312394193003442E-006  3.425616683629447E-003  7.125249958517374E-006  1.932463632497821E-001  1.121962538980518E-003  1.167382447042616E-010
  6.000000000000004E-001  3.025161854223165E-006  4.109220581205589E-003  6.244581593468512E-006  2.243539511220128E-001  1.306410760891975E-003  1.356896613254899E-010
  7.000000000000005E-001  2.782036886140920E-006  4.792580521606095E-003  5.565035943922311E-006  2.535709243181615E-001  1.497660149242413E-003  1.532730143675346E-010
  8.000000000000006E-001  2.573687543177870E-006  5.475776480775171E-003  5.026267797427687E-006  2.812315279353731E-001  1.696832679358306E-003  1.696912714748685E-010
  9.000000000000007E-001  2.393029976880129E-006  6.158840908264772E-003  4.588456819183177E-006  3.073821337100068E-001  1.905271229098907E-003  1.849516240417441E-010
  1.000000000000001E+000  2.234820799163434E-006  6.841798333977286E-003  4.225406533116487E-006  3.320508033810244E-001  2.124035605637196E-003  1.990655099182730E-010
  1.100000000000001E+000  2.095086986312990E-006  7.524667632155496E-003  3.919253845458690E-006  3.552521430889771E-001  2.353909513500430E-003  2.120503148046477E-010
  1.200000000000001E+000  1.970760527443563E-006  8.207463556198327E-003  3.657416166367159E-006  3.769908278195419E-001  2.595407622426077E-003  2.239304606175995E-010
  1.300000000000001E+000  1.859434294736546E-006  8.890197801420934E-003  3.430785395877939E-006  3.972643792737356E-001  2.848785184932069E-003  2.347374126163292E-010
  1.400000000000001E+000  1.759285144904520E-006  9.572883571720921E-003  3.232937707034934E-006  4.161827308716700E-001  3.113075354792830E-003  2.445891486228301E-010
  1.500000000000001E+000  1.668729144686173E-006  1.025552729537362E-002  3.058624259167797E-006  4.337185836677574E-001  3.388131514300398E-003  2.535055414706016E-010
  1.600000000000001E+000  1.586420359665862E-006  1.093813179993314E-002  2.903611133635748E-006  4.497580074099609E-001  3.674488163607764E-003  2.614571892074628E-010
  1.700000000000001E+000  1.511326179180473E-006  1.162070239100275E-002  2.764853485737682E-006  4.642906698173843E-001  3.971670492536306E-003  2.684877832887951E-010
  1.800000000000001E+000  1.442587506542854E-006  1.230324349450655E-002  2.639933966034612E-006  4.773081261946348E-001  4.279063802619406E-003  2.746370409277054E-010
  1.900000000000001E+000  1.379482174474035E-006  1.298575883066961E-002  2.526908847966561E-006  4.888053165275638E-001  4.595960630783374E-003  2.799395546442192E-010
  2.000000000000001E+000  1.321397331219747E-006  1.366825154783287E-002  2.424197931033867E-006  4.987818979774950E-001  4.921602787177898E-003  2.844246607471122E-010
  2.100000000000001E+000                     NaN                     NaN                     NaN                     NaN                     NaN                     NaN
  2.200000000000001E+000                     NaN                     NaN                     NaN                     NaN                     NaN                     NaN
  2.300000000000001E+000                     NaN                     NaN                     NaN                     NaN                     NaN                     NaN
  2.400000000000001E+000                     NaN                     NaN                     NaN                     NaN                     NaN                     NaN
  2.600000000000001E+000                     NaN                     NaN                     NaN                     NaN                     NaN                     NaN
  2.800000000000002E+000                     NaN                     NaN                     NaN                     NaN                     NaN                     NaN
  3.000000000000002E+000                     NaN                     NaN                     NaN                     NaN                     NaN                     NaN
  3.500000000000002E+000                     NaN                     NaN                     NaN                     NaN                     NaN                     NaN
  4.000000000000002E+000                     NaN                     NaN                     NaN                     NaN                     NaN                     NaN
  5.000000000000002E+000                     NaN                     NaN                     NaN                     NaN                     NaN                     NaN
  6.000000000000002E+000                     NaN                     NaN                     NaN                     NaN                     NaN                     NaN
  8.000000000000002E+000  0.000000000000000E+000  3.919076922506520E-319  9.797667602984008E-319  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  8.100000000000003E+000  5.502254336009247E-006  6.871315797703369E-004  1.713795852332018E-005  4.748597951072248E-002  3.335976958423608E-004  2.727904397536975E-011
  8.200000000000005E+000  4.650212873618372E-006  1.372681715275570E-003  1.261897642247267E-005  8.803844500235186E-002  5.616260625046582E-004  5.194838556730305E-011
  8.300000000000006E+000  4.088393357050435E-006  2.057464175433317E-003  1.001189926309659E-005  1.253911627259967E-001  7.564452360536038E-004  7.496717497473428E-011
  8.400000000000004E+000  3.658625474867410E-006  2.741716047074284E-003  8.313882501483928E-006  1.602913466661077E-001  9.400669082388752E-004  9.649490127676494E-011
  8.500000000000002E+000  3.312214173739217E-006  3.425598398800880E-003  7.123275693537441E-006  1.931947835610996E-001  1.121844836037129E-003  1.167049627536837E-010
  8.600000000000000E+000  3.025010341135261E-006  4.109202124700309E-003  6.242817264407899E-006  2.243068552741124E-001  1.306326450364342E-003  1.356600167259710E-010
  8.700000000000001E+000  2.781911057903397E-006  4.792561941990506E-003  5.563409537377491E-006  2.535273360938844E-001  1.497592073830014E-003  1.532460327936533E-010
  8.800000000000002E+000  2.573583044883634E-006  5.475757807973668E-003  5.024735086073226E-006  2.811908990736040E-001  1.696773370068257E-003  1.696664700339918E-010
  8.900000000000004E+000  2.392942893754512E-006  6.158822164114607E-003  4.586989961834979E-006  3.073440735891931E-001  1.905216245834051E-003  1.849286802585220E-010
  9.000000000000005E+000  2.234747879790732E-006  6.841779534578448E-003  4.223987327495036E-006  3.320150266733560E-001  2.123982155651980E-003  1.990441982145624E-010
  9.100000000000007E+000  2.095025604889206E-006  7.524648789517009E-003  3.917869979098790E-006  3.552184374267042E-001  2.353855770427145E-003  2.120304692571081E-010
  9.200000000000008E+000  1.970708582268832E-006  8.207444679210855E-003  3.656059060508185E-006  3.769590328334924E-001  2.595352370694839E-003  2.239119527666386E-010
  9.300000000000010E+000  1.859390104778999E-006  8.890178897197313E-003  3.429448925132615E-006  3.972343723915027E-001  2.848727622695109E-003  2.347201382509792E-010
  9.400000000000011E+000  1.759155362857190E-006  9.572860832161157E-003  3.231292640899259E-006  4.160371915593437E-001  3.113993339002192E-003  2.444923687840514E-010
  9.500000000000012E+000  1.668461481368222E-006  1.025549810856802E-002  3.056488542472604E-006  4.333574678246735E-001  3.390941117792131E-003  2.532697293448831E-010
  9.600000000000012E+000  1.586120851468381E-006  1.093809980477297E-002  2.901365879475971E-006  4.493032889604493E-001  3.678274743000410E-003  2.611710859935852E-010
  9.700000000000010E+000  1.511062762420694E-006  1.162067025369494E-002  2.762737927789994E-006  4.638467730336484E-001  3.975569828610682E-003  2.682192745764855E-010
  9.800000000000008E+000  1.442356884950366E-006  1.230321123790545E-002  2.637925992865613E-006  4.768748008467869E-001  4.283015046856637E-003  2.743831138599036E-010
