! time                    visible_loop_density    visible_loop_diameter   
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.000000000000001E-001  1.890607133738324E-006  1.063975718597588E+000
  2.000000000000001E-001  1.333356795043516E-005  1.085141199223847E+000
  3.000000000000002E-001  3.311964635155505E-005  1.099336662280016E+000
  4.000000000000003E-001  5.668554813648787E-005  1.108931854496440E+000
  5.000000000000003E-001  8.121700624948447E-005  1.115324413794433E+000
  6.000000000000004E-001  1.057772836832474E-004  1.119809950992578E+000
  7.000000000000005E-001  1.302303371036042E-004  1.123146791191759E+000
  8.000000000000006E-001  1.547150243694746E-004  1.125826109536264E+000
  9.000000000000007E-001  1.792500360350466E-004  1.128019839731372E+000
  1.000000000000001E+000  2.038034166597200E-004  1.129872820311889E+000
  1.100000000000001E+000  2.283412837590316E-004  1.131475543032182E+000
  1.200000000000001E+000  2.528366978128134E-004  1.132887940191229E+000
  1.300000000000001E+000  2.772745919669716E-004  1.134151846012007E+000
  1.400000000000001E+000  3.016521462658603E-004  1.135297727173455E+000
  1.500000000000001E+000  3.259768969582803E-004  1.136348509956286E+000
  1.600000000000001E+000  3.502642006397051E-004  1.137321882674719E+000
  1.700000000000001E+000  3.745347983764106E-004  1.138231753116381E+000
  1.800000000000001E+000  3.988127414822597E-004  1.139089211356502E+000
  1.900000000000001E+000  4.231237330870841E-004  1.139903189182401E+000
  2.000000000000001E+000  4.475305400955863E-004  1.140695762463559E+000
  2.100000000000001E+000  4.720417242101950E-004  1.141457952502501E+000
  2.200000000000002E+000  4.966774897653790E-004  1.142194363407107E+000
  2.300000000000002E+000  5.214570762016362E-004  1.142908729029210E+000
  2.400000000000002E+000  5.463983690648587E-004  1.143604068196799E+000
  2.500000000000002E+000  5.715177200229605E-004  1.144282813149387E+000
  2.600000000000002E+000  5.968298692052311E-004  1.144946915271090E+000
  2.700000000000002E+000  6.223479325108658E-004  1.145597932696268E+000
  2.800000000000002E+000  6.480834339048287E-004  1.146237103262369E+000
  2.900000000000002E+000  6.740463691946911E-004  1.146865405344144E+000
  3.000000000000002E+000  7.002452913826984E-004  1.147483608479552E+000
  3.100000000000002E+000  7.266874101385365E-004  1.148092315306545E+000
  3.200000000000002E+000  7.533786997145213E-004  1.148691996081662E+000
  3.300000000000002E+000  7.803240109368725E-004  1.149283016882657E+000
  3.400000000000003E+000  8.075271838913543E-004  1.149865662469390E+000
  3.500000000000003E+000  8.349911586782653E-004  1.150440154668159E+000
