! time                    int_density             frank_density           perfect_density         vac_density             faulted_density         void_density            
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  2.140585232712487E-007  0.000000000000000E+000  0.000000000000000E+000
  1.000000000000000E-001  5.556588981458783E-006  6.872457886526108E-004  1.770065169894160E-005  4.748202058729461E-002  3.310464502197567E-004  2.728974591299097E-011
  2.000000000000001E-001  4.691145827911510E-006  1.372867727826110E-003  1.292401858496026E-005  8.806593008971855E-002  5.569652749818453E-004  5.197442475154509E-011
  3.000000000000002E-001  4.120178276630588E-006  2.057711899682321E-003  1.021027559272473E-005  1.255149957988751E-001  7.507227376271481E-004  7.504848236182800E-011
  4.000000000000003E-001  3.683636857604467E-006  2.741994510707561E-003  8.457361352650300E-006  1.604503258369885E-001  9.334040191253270E-004  9.658838229430272E-011
  5.000000000000003E-001  3.332221355198402E-006  3.425898879105379E-003  7.235664892914721E-006  1.934046367012084E-001  1.114594823971932E-003  1.168255992311045E-010
  6.000000000000004E-001  3.041268880419632E-006  4.109518770498266E-003  6.336223961110169E-006  2.245805717950463E-001  1.298655463888477E-003  1.358191687189192E-010
  7.000000000000005E-001  2.795313102138520E-006  4.792890222284920E-003  5.644465089730685E-006  2.538773096934626E-001  1.489591909763733E-003  1.534531202924093E-010
  8.000000000000006E-001  2.584771068245796E-006  5.476095019621982E-003  5.097363996134764E-006  2.816261911670132E-001  1.688488127171845E-003  1.699273030742327E-010
  9.000000000000007E-001  2.402385718148438E-006  6.159166348098218E-003  4.653637404142282E-006  3.078724155460471E-001  1.896678735789569E-003  1.852473242505173E-010
  1.000000000000001E+000  2.242793418949592E-006  6.842129241576912E-003  4.286246460424170E-006  3.326429039482464E-001  2.115222736127066E-003  1.994232847132396E-010
  1.100000000000001E+000  2.101936337271556E-006  7.525002927293129E-003  3.976819178187810E-006  3.559511292249736E-001  2.344906445569297E-003  2.124714389457335E-010
  1.200000000000001E+000  1.976685659041677E-006  8.207802410890615E-003  3.712452069010998E-006  3.778006240208314E-001  2.586248327103033E-003  2.244152731501724E-010
  1.300000000000001E+000  1.864589979375945E-006  8.890539572116411E-003  3.483827264849819E-006  3.981877492915281E-001  2.839507250455814E-003  2.352855088155261E-010
  1.400000000000001E+000  1.763794076697745E-006  9.573227786519979E-003  3.284381970439128E-006  4.172212126806422E-001  3.103715374441534E-003  2.451996742580790E-010
  1.500000000000001E+000  1.672689260050628E-006  1.025587357115989E-002  3.108768431167628E-006  4.348727638482081E-001  3.378726803074900E-003  2.541772488712697E-010
  1.600000000000001E+000  1.589910335848043E-006  1.093847980071110E-002  2.952681044297919E-006  4.510273601129546E-001  3.665079381419375E-003  2.621884492187247E-010
