! time                    visible_void_density    visible_void_diameter   
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.000000000000000E-001  0.000000000000000E+000  0.000000000000000E+000
  2.000000000000001E-001  0.000000000000000E+000  0.000000000000000E+000
  3.000000000000002E-001  0.000000000000000E+000  0.000000000000000E+000
  4.000000000000003E-001  0.000000000000000E+000  0.000000000000000E+000
  5.000000000000003E-001  4.317365510989365E-094  0.000000000000000E+000
  6.000000000000004E-001  2.064461660722024E-086  0.000000000000000E+000
  7.000000000000005E-001  2.109064584879174E-066  0.000000000000000E+000
  8.000000000000006E-001  1.327884085462391E-061  0.000000000000000E+000
  9.000000000000007E-001  1.129014007769092E-057  0.000000000000000E+000
  1.000000000000001E+000  2.204938692981646E-054  0.000000000000000E+000
  1.100000000000001E+000  2.993145895385716E-051  0.000000000000000E+000
  1.200000000000001E+000 -2.127948445296644E-049  0.000000000000000E+000
  1.300000000000001E+000 -1.598321298548360E-046  0.000000000000000E+000
  1.400000000000001E+000 -9.295418918490927E-045  0.000000000000000E+000
  1.500000000000001E+000 -1.192233904631081E-043  0.000000000000000E+000
  1.600000000000001E+000 -1.820619158208440E-042  0.000000000000000E+000
  1.700000000000001E+000 -3.190167941496436E-041  0.000000000000000E+000
  1.800000000000001E+000 -6.052231448600280E-040  0.000000000000000E+000
  1.900000000000001E+000 -1.167306757295663E-038  0.000000000000000E+000
  2.000000000000001E+000 -2.157818578544642E-037  0.000000000000000E+000
  2.100000000000001E+000 -3.641545377921825E-036  0.000000000000000E+000
  2.200000000000002E+000 -5.415484200748675E-035  0.000000000000000E+000
  2.300000000000002E+000 -6.939048915737335E-034  0.000000000000000E+000
  2.400000000000002E+000 -7.570184322992529E-033  0.000000000000000E+000
  2.500000000000002E+000 -7.003200833548525E-032  0.000000000000000E+000
  2.600000000000002E+000 -5.501139091279110E-031  0.000000000000000E+000
  2.700000000000002E+000 -3.687008635175290E-030  0.000000000000000E+000
  2.800000000000002E+000 -2.123163768841129E-029  0.000000000000000E+000
