! time                    visible_loop_density    visible_loop_diameter   
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.000000000000000E-001  3.515735461427779E-006  1.085704039634873E+000
  2.000000000000000E-001  1.213680628820223E-005  1.094334822430507E+000
  3.000000000000000E-001  2.449062805659882E-005  1.100493071205012E+000
  4.000000000000001E-001  3.952123227905335E-005  1.105142624791856E+000
  5.000000000000002E-001  5.657847826377647E-005  1.108891284696347E+000
  6.000000000000003E-001  7.540694641463972E-005  1.112223588017907E+000
  7.000000000000004E-001  9.538498973956675E-005  1.115035871263224E+000
  8.000000000000005E-001  1.162277620892828E-004  1.117465673613436E+000
  9.000000000000006E-001  1.377183435148281E-004  1.119601931434792E+000
  1.000000000000001E+000  1.596934239261633E-004  1.121506246865007E+000
  1.100000000000001E+000  1.820322771291696E-004  1.123223444722043E+000
  1.200000000000001E+000  2.046479381866601E-004  1.124787358694338E+000
  1.300000000000001E+000  2.274800128536026E-004  1.126224246514393E+000
  1.400000000000001E+000  2.504887822253747E-004  1.127554926002387E+000
  1.500000000000001E+000  2.736503757604411E-004  1.128796175549066E+000
  1.600000000000001E+000  2.969528410775443E-004  1.129961689240248E+000
  1.700000000000001E+000  3.203929705950284E-004  1.131062750423687E+000
  1.800000000000001E+000  3.439737665102857E-004  1.132108720530291E+000
  1.900000000000001E+000  3.677024420546107E-004  1.133107402747005E+000
  2.000000000000001E+000  3.916448664313361E-004  1.134087174527392E+000
  2.100000000000001E+000  4.157710006011167E-004  1.135030416047250E+000
  2.200000000000002E+000  4.400898080439893E-004  1.135941734383788E+000
  2.300000000000002E+000  4.646105437205739E-004  1.136824950901769E+000
  2.400000000000002E+000  4.893423253801841E-004  1.137683232203917E+000
  2.500000000000002E+000  5.142938316174126E-004  1.138519197751652E+000
  2.600000000000002E+000  5.394730978935176E-004  1.139335009855359E+000
  2.700000000000002E+000  5.648873874053156E-004  1.140132449794611E+000
  2.800000000000002E+000  5.905431185620752E-004  1.140912982593476E+000
  2.900000000000002E+000  6.164458348827112E-004  1.141677812208541E+000
  3.000000000000002E+000  6.426002063762588E-004  1.142427928426315E+000
  3.100000000000002E+000  6.690100540007047E-004  1.143164146499716E+000
  3.200000000000002E+000  6.956783907234036E-004  1.143887140401943E+000
  3.300000000000002E+000  7.226074741543181E-004  1.144597470487154E+000
  3.400000000000003E+000  7.497988668073354E-004  1.145295606287625E+000
  3.500000000000003E+000  7.772535008639254E-004  1.145981945126652E+000
