! time                    mass_defect             defect_inventory        sink_inventory          leak_inventory          edge_inventory          
  2.000000000000000E+003 -9.947598300641403E-014  8.830147651788446E+000 -1.530544086155612E-001  0.000000000000000E+000 -8.677093243172983E+000
  2.100000000000000E+003 -9.592326932761353E-014  9.269291705621731E+000 -1.682944779212606E-001  0.000000000000000E+000 -9.100997227700566E+000
  2.200000000000000E+003 -1.012523398458143E-013  9.704129979811098E+000 -1.834466999711402E-001  0.000000000000000E+000 -9.520683279840059E+000
  2.300000000000000E+003 -1.154631945610163E-013  1.013481154546825E+001 -1.985106048190103E-001  0.000000000000000E+000 -9.936300940649355E+000
  2.400000000000000E+003 -9.592326932761353E-014  1.056147667089000E+001 -2.134860610773107E-001  0.000000000000000E+000 -1.034799060981279E+001
  2.500000000000000E+003 -1.083577672034153E-013  1.098425754338185E+001 -2.283732109500886E-001  0.000000000000000E+000 -1.075588433243187E+001
  2.600000000000000E+003 -9.769962616701378E-014  1.140327890971228E+001 -2.431724167545180E-001  0.000000000000000E+000 -1.116010649295785E+001
  2.700000000000000E+003 -8.881784197001252E-014  1.181865865072307E+001 -2.578842171705290E-001  0.000000000000000E+000 -1.156077443355263E+001
  2.800000000000000E+003 -1.012523398458143E-013  1.223050829990040E+001 -2.725092915015511E-001  0.000000000000000E+000 -1.195799900839895E+001
  2.900000000000000E+003 -9.059419880941277E-014  1.263893351307466E+001 -2.870484304671673E-001  0.000000000000000E+000 -1.235188508260758E+001
  3.000000000000000E+003 -7.815970093361102E-014  1.304403449496436E+001 -3.015025123063944E-001  0.000000000000000E+000 -1.274253198265805E+001
  3.100000000000000E+003 -9.237055564881302E-014  1.344590638733976E+001 -3.158724831995759E-001  0.000000000000000E+000 -1.313003390414027E+001
  3.200000000000000E+003 -9.059419880941277E-014  1.384463962290184E+001 -3.301593412078283E-001  0.000000000000000E+000 -1.351448028169410E+001
  3.300000000000000E+003 -6.927791673660977E-014  1.424032024843853E+001 -3.443641230840695E-001  0.000000000000000E+000 -1.389595612535453E+001
  3.400000000000000E+003 -7.993605777301127E-014  1.463303022038481E+001 -3.584878934342924E-001  0.000000000000000E+000 -1.427454232695059E+001
  3.500000000000000E+003 -9.237055564881302E-014  1.502284767554620E+001 -3.725317358074347E-001  0.000000000000000E+000 -1.465031593973885E+001
  3.600000000000000E+003 -1.012523398458143E-013  1.540984717943018E+001 -3.864967453719831E-001  0.000000000000000E+000 -1.502335043405829E+001
  3.700000000000000E+003 -9.237055564881302E-014  1.579409995435797E+001 -4.003840229012681E-001  0.000000000000000E+000 -1.539371593145680E+001
  3.800000000000000E+003 -8.881784197001252E-014  1.617567408929037E+001 -4.141946698406713E-001  0.000000000000000E+000 -1.576147941944979E+001
  3.900000000000000E+003 -9.237055564881302E-014  1.655463473309348E+001 -4.279297842711801E-001  0.000000000000000E+000 -1.612670494882239E+001
  4.000000000000000E+003 -8.881784197001252E-014  1.693104427278531E+001 -4.415904576170093E-001  0.000000000000000E+000 -1.648945381516839E+001
  4.100000000000000E+003 -7.105427357601002E-014  1.730496249814292E+001 -4.551777719719508E-001  0.000000000000000E+000 -1.684978472617104E+001
  4.200000000000000E+003 -7.815970093361102E-014  1.767644675390573E+001 -4.686927979409623E-001  0.000000000000000E+000 -1.720775395596484E+001
  4.300000000000000E+003 -6.039613253960852E-014  1.804555208068420E+001 -4.821365929113934E-001  0.000000000000000E+000 -1.756341548777287E+001
  4.400000000000000E+003 -8.881784197001252E-014  1.841233134556961E+001 -4.955101996827577E-001  0.000000000000000E+000 -1.791682114588694E+001
  4.500000000000000E+003 -4.618527782440651E-014  1.877683536334170E+001 -5.088146453959578E-001  0.000000000000000E+000 -1.826802071794579E+001
  4.600000000000000E+003 -4.973799150320701E-014  1.913911300908071E+001 -5.220509407126869E-001  0.000000000000000E+000 -1.861706206836807E+001
  4.700000000000000E+003 -6.394884621840902E-014  1.949921132291245E+001 -5.352200792038131E-001  0.000000000000000E+000 -1.896399124370870E+001
  4.800000000000000E+003 -9.237055564881302E-014  1.985717560754340E+001 -5.483230369123067E-001  0.000000000000000E+000 -1.930885257063118E+001
  4.900000000000000E+003 -9.237055564881302E-014  2.021304951918038E+001 -5.613607720617820E-001  0.000000000000000E+000 -1.965168874711869E+001
  5.000000000000000E+003 -8.171241461241152E-014  2.056687515237287E+001 -5.743342248863929E-001  0.000000000000000E+000 -1.999254092748656E+001
  5.100000000000000E+003 -8.171241461241152E-014  2.091869311926581E+001 -5.872443175616308E-001  0.000000000000000E+000 -2.033144880170426E+001
  5.200000000000000E+003 -1.207922650792170E-013  2.126854262370548E+001 -6.000919542188587E-001  0.000000000000000E+000 -2.066845066948674E+001
  5.300000000000000E+003 -1.136868377216160E-013  2.161646153060081E+001 -6.128780210290273E-001  0.000000000000000E+000 -2.100358350957190E+001
  5.400000000000000E+003 -7.815970093361102E-014  2.196248643090571E+001 -6.256033863433629E-001  0.000000000000000E+000 -2.133688304456242E+001
  5.500000000000000E+003 -7.460698725481052E-014  2.230665270255620E+001 -6.382689008806630E-001  0.000000000000000E+000 -2.166838380167561E+001
  5.600000000000000E+003 -1.172395514004165E-013  2.264899456766591E+001 -6.508753979524734E-001  0.000000000000000E+000 -2.199811916971355E+001
  5.700000000000000E+003 -1.314504061156185E-013  2.298954514625757E+001 -6.634236937187378E-001  0.000000000000000E+000 -2.232612145253896E+001
  5.800000000000000E+003 -1.456612608308205E-013  2.332833650678388E+001 -6.759145874676914E-001  0.000000000000000E+000 -2.265242191931634E+001
  5.900000000000000E+003 -1.278976924368180E-013  2.366539971367029E+001 -6.883488619147081E-001  0.000000000000000E+000 -2.297705085175571E+001
  6.000000000000000E+003 -1.172395514004165E-013  2.400076487209157E+001 -7.007272835156467E-001  0.000000000000000E+000 -2.330003758857604E+001
  6.100000000000000E+003 -1.065814103640150E-013  2.433446117017769E+001 -7.130506027909259E-001  0.000000000000000E+000 -2.362141056738687E+001
  6.200000000000000E+003 -9.592326932761353E-014  2.466651691882769E+001 -7.253195546571498E-001  0.000000000000000E+000 -2.394119736417063E+001
  6.300000000000000E+003 -1.065814103640150E-013  2.499695958929583E+001 -7.375348587636307E-001  0.000000000000000E+000 -2.425942473053230E+001
  6.400000000000000E+003 -1.456612608308205E-013  2.532581584870150E+001 -7.496972198315478E-001  0.000000000000000E+000 -2.457611862887010E+001
  6.500000000000000E+003 -1.350031197944190E-013  2.565311159360224E+001 -7.618073279938664E-001  0.000000000000000E+000 -2.489130426560851E+001
  6.600000000000000E+003 -1.278976924368180E-013  2.597887198175772E+001 -7.738658591344497E-001  0.000000000000000E+000 -2.520500612262340E+001
  6.700000000000000E+003 -1.350031197944190E-013  2.630312146220380E+001 -7.858734752250660E-001  0.000000000000000E+000 -2.551724798697887E+001
  6.800000000000000E+003 -1.278976924368180E-013  2.662588380374563E+001 -7.978308246592052E-001  0.000000000000000E+000 -2.582805297908655E+001
  6.900000000000000E+003 -1.350031197944190E-013  2.694718212197096E+001 -8.097385425818011E-001  0.000000000000000E+000 -2.613744357938929E+001
  7.000000000000000E+003 -1.563194018672220E-013  2.726703890487730E+001 -8.215972512141896E-001  0.000000000000000E+000 -2.644544165366327E+001
  7.100000000000000E+003 -1.705302565824240E-013  2.758547603719941E+001 -8.334075601736686E-001  0.000000000000000E+000 -2.675206847702591E+001
  7.200000000000000E+003 -1.314504061156185E-013  2.790251482351748E+001 -8.451700667872160E-001  0.000000000000000E+000 -2.705734475673039E+001
  7.300000000000000E+003 -1.385558334732195E-013  2.821817601022050E+001 -8.568853563990129E-001  0.000000000000000E+000 -2.736129065382163E+001
  7.400000000000000E+003 -1.705302565824240E-013  2.853247980639402E+001 -8.685540026715003E-001  0.000000000000000E+000 -2.766392580372269E+001
  7.500000000000000E+003 -1.527666881884215E-013  2.884544590369630E+001 -8.801765678797340E-001  0.000000000000000E+000 -2.796526933581672E+001
  7.600000000000000E+003 -1.456612608308205E-013  2.915709349528277E+001 -8.917536031989651E-001  0.000000000000000E+000 -2.826533989208395E+001
  7.700000000000000E+003 -1.136868377216160E-013  2.946744129383455E+001 -9.032856489852851E-001  0.000000000000000E+000 -2.856415564484938E+001
  7.800000000000000E+003 -8.526512829121202E-014  2.977650754874260E+001 -9.147732350493518E-001  0.000000000000000E+000 -2.886173431369333E+001
  7.900000000000000E+003 -1.030286966852145E-013  3.008431006249575E+001 -9.262168809231699E-001  0.000000000000000E+000 -2.915809318157268E+001
  8.000000000000000E+003 -9.592326932761353E-014  3.039086620631787E+001 -9.376170961199383E-001  0.000000000000000E+000 -2.945324911019803E+001
  8.100000000000000E+003 -9.592326932761353E-014  3.069619293509609E+001 -9.489743803870653E-001  0.000000000000000E+000 -2.974721855470913E+001
  8.200000000000000E+003 -1.350031197944190E-013  3.100030680163926E+001 -9.602892239523640E-001  0.000000000000000E+000 -3.004001757768703E+001
  8.300000000000000E+003 -1.278976924368180E-013  3.130322397030371E+001 -9.715621077635861E-001  0.000000000000000E+000 -3.033166186254025E+001
  8.400000000000000E+003 -1.278976924368180E-013  3.160496023002001E+001 -9.827935037213374E-001  0.000000000000000E+000 -3.062216672629880E+001
  8.500000000000000E+003 -1.172395514004165E-013  3.190553100675379E+001 -9.939838749055561E-001  0.000000000000000E+000 -3.091154713184835E+001
  8.600000000000000E+003 -1.243449787580175E-013  3.220495137542979E+001 -1.005133675795634E+000  0.000000000000000E+000 -3.119981769963428E+001
  8.700000000000000E+003 -7.460698725481052E-014  3.250323607134826E+001 -1.016243352484342E+000  0.000000000000000E+000 -3.148699271886399E+001
  8.800000000000000E+003 -1.101341240428155E-013  3.280039950111946E+001 -1.027313342885693E+000  0.000000000000000E+000 -3.177308615823387E+001
  8.900000000000000E+003 -8.526512829121202E-014  3.309645575314169E+001 -1.038344076936899E+000  0.000000000000000E+000 -3.205811167620487E+001
  9.000000000000000E+003 -8.526512829121202E-014  3.339141860764579E+001 -1.049335976794540E+000  0.000000000000000E+000 -3.234208263085134E+001
  9.100000000000000E+003 -3.552713678800501E-014  3.368530154632828E+001 -1.060289457025139E+000  0.000000000000000E+000 -3.262501208930317E+001
  9.200000000000000E+003 -1.207922650792170E-013  3.397811776159372E+001 -1.071204924790249E+000  0.000000000000000E+000 -3.290691283680358E+001
  9.300000000000000E+003 -8.526512829121202E-014  3.426988016542597E+001 -1.082082780026221E+000  0.000000000000000E+000 -3.318779738539984E+001
  9.400000000000000E+003 -7.815970093361102E-014  3.456060139790578E+001 -1.092923415618822E+000  0.000000000000000E+000 -3.346767798228704E+001
  9.500000000000000E+003 -4.263256414560601E-014  3.485029383539314E+001 -1.103727217572810E+000  0.000000000000000E+000 -3.374656661782037E+001
  9.600000000000000E+003 -7.815970093361102E-014  3.513896959838949E+001 -1.114494565176636E+000  0.000000000000000E+000 -3.402447503321293E+001
  9.700000000000000E+003 -3.552713678800501E-014  3.542664055909616E+001 -1.125225831162419E+000  0.000000000000000E+000 -3.430141472793378E+001
  9.800000000000000E+003 -2.131628207280301E-014  3.571331834868227E+001 -1.135921381861326E+000  0.000000000000000E+000 -3.457739696682097E+001
  9.900000000000000E+003 -2.131628207280301E-014  3.599901436427690E+001 -1.146581577354490E+000  0.000000000000000E+000 -3.485243278692243E+001
  1.000000000000000E+004 -2.842170943040401E-014  3.628373977569761E+001 -1.157206771619614E+000  0.000000000000000E+000 -3.512653300407803E+001
