! time                    visible_loop_density    visible_loop_diameter   
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.000000000000000E-001  4.037096765379252E-012  1.067389731338346E+000
  2.000000000000000E-001  1.572019863777919E-011  1.068110209064532E+000
  3.000000000000000E-001  3.388710752283739E-011  1.068333472633138E+000
  4.000000000000000E-001  6.021672602252599E-011  1.068451134313645E+000
  5.000000000000000E-001  9.310946574309879E-011  1.068514039221765E+000
  6.000000000000000E-001  1.325901703904040E-010  1.068552463755500E+000
  8.000000000000000E-001  2.382371633403768E-010  1.068594145541307E+000
  1.000000000000000E+000  3.707762650946828E-010  1.068611627611551E+000
  1.200000000000000E+000  5.304218385229032E-010  1.068619430459565E+000
  1.400000000000000E+000  7.173953862446859E-010  1.068622643540948E+000
  1.600000000000000E+000  9.317366374580141E-010  1.068542399363557E+000
  1.800000000000000E+000  1.174080121984606E-009  1.068559389644285E+000
  2.000000000000000E+000  1.444418391161015E-009  1.068577403190454E+000
  2.500000000000000E+000  2.300790655989728E-009  1.068608967690800E+000
  3.000000000000000E+000  3.341419760553163E-009  1.068638429870283E+000
  3.500000000000000E+000  4.570132032866764E-009  1.068674379303060E+000
  4.000000000000000E+000  5.990838231637224E-009  1.068717734113604E+000
  4.500000000000000E+000  7.607524886836476E-009  1.068768474344223E+000
  5.000000000000000E+000  9.424238072160281E-009  1.068826232874738E+000
  5.500000000000000E+000  1.144506787631598E-008  1.068890547252045E+000
  6.000000000000000E+000  1.367413274334939E-008  1.068960930245949E+000
  7.000000000000000E+000  1.900352587873515E-008  1.069153117900382E+000
  8.000000000000000E+000  2.523606446952965E-008  1.069360679211109E+000
  9.000000000000000E+000  3.240329138569554E-008  1.069581827126926E+000
  1.000000000000000E+001  4.053617687277396E-008  1.069815059693069E+000
  1.100000000000000E+001  4.966495166026573E-008  1.070059117425158E+000
  1.200000000000000E+001  5.981899634301854E-008  1.070312930157181E+000
  1.400000000000000E+001  8.447496156769310E-008  1.070954557626747E+000
  1.600000000000000E+001  1.136836110742441E-007  1.071604715966397E+000
  1.800000000000000E+001  1.476367001257493E-007  1.072264181575585E+000
  2.000000000000000E+001  1.865135563255260E-007  1.072932265898832E+000
  2.200000000000000E+001  2.304819438716741E-007  1.073607772682464E+000
  2.400000000000000E+001  2.796989831356346E-007  1.074289377906767E+000
  2.600000000000000E+001  3.343120309006738E-007  1.074975789865341E+000
