! time                    int_density             frank_density           perfect_density         vac_density             faulted_density         void_density            
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  2.140585232712487E-007  0.000000000000000E+000  0.000000000000000E+000
  1.000000000000000E-001  9.437926038820289E-009  6.822476859177703E-007  2.802874892029902E-008  5.450765875162174E-005  4.472113028537289E-007  2.943682169199188E-017
  2.000000000000000E-001  9.427735260399660E-009  1.364399374834668E-006  2.783261111109501E-008  1.037272014182791E-004  8.938614706459887E-007  5.597746620835784E-017
  3.000000000000000E-001  9.417760246637325E-009  2.046399999456655E-006  2.764403094320706E-008  1.500744348340882E-004  1.339974170833913E-006  8.095576488812345E-017
  4.000000000000000E-001  9.408091847995107E-009  2.728135097742432E-006  2.746458461977642E-008  1.935161495409169E-004  1.785270513921130E-006  1.043744692257803E-016
  5.000000000000000E-001  9.398672246084661E-009  3.409598563100950E-006  2.729269733419277E-008  2.349471512466421E-004  2.229771835819636E-006  1.267376552001560E-016
  6.000000000000000E-001  9.389507137406433E-009  4.090742851824970E-006  2.712809492127333E-008  2.745532018742158E-004  2.673336561976011E-006  1.481624313211223E-016
  8.000000000000000E-001  9.372209713322945E-009  5.451512592867076E-006  2.682407045833426E-008  3.474664389377451E-004  3.555381480945891E-006  1.878583820999360E-016
  1.000000000000000E+000  9.355910306628743E-009  6.810460855826194E-006  2.654475043618299E-008  4.148130737990059E-004  4.430928150492959E-006  2.249368740931522E-016
  1.200000000000000E+000  9.340581978589141E-009  8.167324678298641E-006  2.628779463833074E-008  4.771625242297000E-004  5.298571334129058E-006  2.597862869303990E-016
  1.400000000000000E+000  9.326188077328404E-009  9.521875990011859E-006  2.605105133798126E-008  5.349788070438060E-004  6.156985436860912E-006  2.927092543765541E-016
  1.600000000000000E+000  9.312686258016650E-009  1.087391745549052E-005  2.583257775047300E-008  5.886534738622907E-004  7.004974263196873E-006  3.239408994368719E-016
  1.800000000000000E+000  9.300031632531878E-009  1.222327977981762E-005  2.563062842172771E-008  6.385255428397711E-004  7.841501951271267E-006  3.536625092000755E-016
  2.000000000000000E+000  9.288178853509170E-009  1.356981752826133E-005  2.544363952063703E-008  6.848941232749452E-004  8.665708762883886E-006  3.820127267486191E-016
  2.500000000000000E+000  9.262784271920435E-009  1.691771406790900E-005  2.504797946635803E-008  7.825977594492468E-004  1.064210202711314E-005  4.449899666010649E-016
  3.000000000000000E+000  9.241093045378413E-009  2.024592809558033E-005  2.471389867756074E-008  8.650617018428113E-004  1.253251703937934E-005  5.015552523040414E-016
  3.500000000000000E+000  9.222563318352219E-009  2.355371799950612E-005  2.442935557683115E-008  9.347326425704606E-004  1.433880787209324E-005  5.522202549978769E-016
  4.000000000000000E+000  9.206718064092102E-009  2.684071291443956E-005  2.418497173227806E-008  9.936395521543005E-004  1.606521665946049E-005  5.973986077337297E-016
  4.500000000000000E+000  9.193142790009161E-009  3.010681771597035E-005  2.397337521975852E-008  1.043474981626491E-003  1.771731961608308E-005  6.374915222959384E-016
  5.000000000000000E+000  9.181480869462081E-009  3.335213934114835E-005  2.378871335664910E-008  1.085656500093216E-003  1.930125392586697E-005  6.729165690692433E-016
  5.500000000000000E+000  9.171427576768443E-009  3.657692984146245E-005  2.362629834033381E-008  1.121374755847791E-003  2.082319110786454E-005  7.041076996187509E-016
  6.000000000000000E+000  9.162723854349548E-009  3.978154257696435E-005  2.348234621040429E-008  1.151631896509854E-003  2.228900616304645E-005  7.315035823572678E-016
  7.000000000000000E+000  9.149113579956882E-009  4.611443626839662E-005  2.324654409177537E-008  1.196153334918877E-003  2.503473354407187E-005  7.741736340067332E-016
  8.000000000000000E+000  9.138324012632249E-009  5.237437916943917E-005  2.304964931757201E-008  1.228955028505222E-003  2.762484907573419E-005  8.077406332596025E-016
  9.000000000000000E+000  9.129541817773156E-009  5.856491822747979E-005  2.288115236922703E-008  1.253164942716232E-003  3.008244896306886E-005  8.343356338114388E-016
  1.000000000000000E+001  9.122181725807801E-009  6.468953246340182E-005  2.273362666281144E-008  1.271073759362596E-003  3.242500588041668E-005  8.556413255592169E-016
  1.100000000000000E+001  9.115824333767639E-009  7.075151309713555E-005  2.260177602555371E-008  1.284358867757481E-003  3.466582345924833E-005  8.729471247462692E-016
  1.200000000000000E+001  9.110170032871383E-009  7.675391211266842E-005  2.248179481926502E-008  1.294248140388336E-003  3.681521159999928E-005  8.872222877708543E-016
  1.400000000000000E+001  9.100302437719759E-009  8.854156244793274E-005  2.227107997235244E-008  1.306112268142256E-003  4.080438916289728E-005  9.081963278501806E-016
  1.600000000000000E+001  9.091217703315356E-009  1.001290959955205E-004  2.208068459949130E-008  1.313326145800946E-003  4.452570824824618E-005  9.243348368465355E-016
  1.800000000000000E+001  9.082502959774301E-009  1.115312876044840E-004  2.190457585119962E-008  1.317775655715741E-003  4.801214443663358E-005  9.372165123928527E-016
