! time                    visible_loop_density    visible_loop_diameter   
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  9.999999999999999E-002  3.539227071081153E-006  1.084521144906013E+000
  2.000000000000000E-001  1.234099555753359E-005  1.092908340485277E+000
  3.000000000000000E-001  2.492533191673087E-005  1.098756270779029E+000
  4.000000000000000E-001  4.072185104234940E-005  1.103716160295241E+000
  4.999999999999999E-001  5.859554393400679E-005  1.107559804210907E+000
  6.000000000000000E-001  7.802191222769429E-005  1.110699522491031E+000
  7.000000000000001E-001  9.859847426101090E-005  1.113346505129869E+000
  8.000000000000002E-001  1.200156078664253E-004  1.115627022863385E+000
  9.000000000000002E-001  1.420370171967812E-004  1.117624209676599E+000
  1.000000000000000E+000  1.644851730819549E-004  1.119396500351306E+000
  1.100000000000000E+000  1.872297472035709E-004  1.120986933840249E+000
  1.200000000000000E+000  2.101781193060790E-004  1.122428319260865E+000
  1.300000000000000E+000  2.333281423413753E-004  1.123790520480027E+000
  1.400000000000001E+000  2.565984615191791E-004  1.125043696979812E+000
  1.500000000000001E+000  2.799662384683547E-004  1.126205949337679E+000
  1.600000000000001E+000  3.034211895451714E-004  1.127291846255046E+000
  1.700000000000001E+000  3.269622944146276E-004  1.128313247150402E+000
  1.800000000000001E+000  3.505951556378999E-004  1.129279885303927E+000
  1.900000000000001E+000  3.743299085436941E-004  1.130199793380635E+000
  2.000000000000001E+000  3.981795913338253E-004  1.131079622338069E+000
  2.100000000000001E+000  4.221588952699836E-004  1.131924886592633E+000
  2.200000000000001E+000  4.462832244040670E-004  1.132740157168030E+000
  2.300000000000001E+000  4.705680037544615E-004  1.133529217405472E+000
  2.400000000000001E+000  4.950281839993659E-004  1.134295191086537E+000
  2.500000000000001E+000  5.196778994452047E-004  1.135040649628563E+000
  2.600000000000001E+000  5.445302439927889E-004  1.135767702853120E+000
  2.700000000000002E+000  5.695971368659287E-004  1.136478076386793E+000
  2.800000000000002E+000  5.948892558698637E-004  1.137173177818519E+000
  2.900000000000002E+000  6.204160208892949E-004  1.137854153155077E+000
  3.000000000000002E+000  6.461856142809829E-004  1.138521934770406E+000
  3.100000000000002E+000  6.722050278848612E-004  1.139177281847916E+000
  3.200000000000002E+000  6.984801287204811E-004  1.139820814204975E+000
  3.300000000000002E+000  7.250157372062996E-004  1.140453040322112E+000
  3.400000000000002E+000  7.518157130782681E-004  1.141074380348880E+000
  3.500000000000002E+000  7.788830452085097E-004  1.141685184808963E+000
  3.600000000000002E+000  8.062199423255829E-004  1.142285749672080E+000
  3.800000000000002E+000  8.619935249017512E-004  1.143486558193037E+000
  4.000000000000003E+000  9.188639705455203E-004  1.144645357862639E+000
  4.200000000000003E+000  9.768242107032784E-004  1.145763870628714E+000
  4.400000000000003E+000  1.035864166501550E-003  1.146843638250274E+000
  4.600000000000003E+000  1.095971684007408E-003  1.147886088642594E+000
  4.800000000000003E+000  1.157133252298261E-003  1.148892580174458E+000
  5.000000000000004E+000  1.219334520123598E-003  1.149864431289092E+000
  5.200000000000004E+000  1.282560641507303E-003  1.150802939897753E+000
  5.400000000000004E+000  1.346796486190310E-003  1.151709395319358E+000
  5.600000000000004E+000  1.412026750388055E-003  1.152585084618803E+000
  5.800000000000004E+000  1.478235999416483E-003  1.153431294700590E+000
  6.000000000000004E+000  1.545408668170385E-003  1.154249311237912E+000
  6.200000000000005E+000  1.613529039475583E-003  1.155040415342350E+000
  6.400000000000005E+000  1.682581214754316E-003  1.155805878744589E+000
  6.600000000000005E+000  1.752549086648985E-003  1.156546958134409E+000
  6.800000000000005E+000  1.823416319397685E-003  1.157264889189954E+000
  7.000000000000005E+000  1.895166339839070E-003  1.157960880711788E+000
  7.200000000000006E+000  1.967782339846513E-003  1.158636109170160E+000
  7.400000000000006E+000  2.041247289612883E-003  1.159291713877541E+000
  7.600000000000006E+000  2.115543960378383E-003  1.159928792915790E+000
  7.800000000000006E+000  2.190654954775577E-003  1.160548399879318E+000
  8.000000000000005E+000  2.266562742837261E-003  1.161151541442369E+000
  8.500000000000005E+000  2.461081065462402E-003  1.162639018893282E+000
  9.000000000000005E+000  2.660073185211623E-003  1.164038754453481E+000
  9.500000000000005E+000  2.863264797481659E-003  1.165363356374929E+000
  1.000000000000001E+001  3.070389061538327E-003  1.166623225310705E+000
  1.050000000000001E+001  3.281189951200556E-003  1.167826941781802E+000
  1.100000000000001E+001  3.495423942998429E-003  1.168981586161902E+000
  1.150000000000001E+001  3.712860796959302E-003  1.170093006007501E+000
  1.200000000000001E+001  3.933283792034680E-003  1.171166039073805E+000
  1.250000000000001E+001  4.156489611274578E-003  1.172204698247444E+000
  1.300000000000001E+001  4.382287995696850E-003  1.173212323870552E+000
  1.350000000000001E+001  4.610501246674770E-003  1.174191708462603E+000
  1.400000000000001E+001  4.840963633441491E-003  1.175145198363354E+000
  1.450000000000001E+001  5.073520746709891E-003  1.176074776284382E+000
  1.500000000000001E+001  5.308028828109611E-003  1.176982128202021E+000
  1.550000000000001E+001  5.544354096688834E-003  1.177868697490050E+000
  1.600000000000001E+001  5.782372087350464E-003  1.178735728702701E+000
  1.650000000000001E+001  6.021967011299390E-003  1.179584302990531E+000
  1.700000000000001E+001  6.263031145008835E-003  1.180415366766083E+000
  1.750000000000001E+001  6.505464251587051E-003  1.181229754930348E+000
  1.800000000000001E+001  6.749173036518829E-003  1.182028209718518E+000
  1.850000000000001E+001  6.994070638394297E-003  1.182811396017266E+000
