! time                    visible_loop_density    visible_loop_diameter   
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.000000000000000E-001  3.371160362444495E-006  1.084304072976480E+000
  2.000000000000000E-001  1.179978056048642E-005  1.092720242306919E+000
  3.000000000000000E-001  2.402539548824953E-005  1.098876257942607E+000
  4.000000000000001E-001  3.900811429486492E-005  1.103577008385562E+000
  5.000000000000001E-001  5.640703072102654E-005  1.107709517883217E+000
  6.000000000000002E-001  7.537049155223303E-005  1.111090567211420E+000
  7.000000000000003E-001  9.550092159262038E-005  1.113947967738072E+000
  8.000000000000004E-001  1.164915154143165E-004  1.116416625704194E+000
  9.000000000000005E-001  1.381074539331558E-004  1.118584795255693E+000
  1.000000000000000E+000  1.601717828356740E-004  1.120514232522819E+000
  1.100000000000001E+000  1.825541226684151E-004  1.122250282525846E+000
  1.200000000000001E+000  2.051613623415727E-004  1.123827446817983E+000
  1.300000000000001E+000  2.279299007239293E-004  1.125272691043665E+000
  1.400000000000001E+000  2.508191776899504E-004  1.126607526665704E+000
  1.500000000000001E+000  2.738063119793891E-004  1.127849384161661E+000
  1.600000000000001E+000  2.968816976472037E-004  1.129012554951333E+000
  1.700000000000001E+000  3.200454292883774E-004  1.130108859188294E+000
  1.800000000000001E+000  3.433044389444126E-004  1.131148132777501E+000
  1.900000000000001E+000  3.666702383139511E-004  1.132138591512290E+000
  2.000000000000001E+000  3.902059227109498E-004  1.133108042643001E+000
  2.100000000000001E+000  4.138954254412235E-004  1.134040235871101E+000
  2.200000000000002E+000  4.377518723562223E-004  1.134939997082416E+000
  2.300000000000002E+000  4.617885304125275E-004  1.135811321002502E+000
  2.400000000000002E+000  4.860183378234484E-004  1.136657509540055E+000
  2.500000000000002E+000  5.104535752887674E-004  1.137481286133006E+000
  2.600000000000002E+000  5.351056461359699E-004  1.138284891760070E+000
  2.700000000000002E+000  5.599849397521302E-004  1.139070166312451E+000
  2.800000000000002E+000  5.851007581991941E-004  1.139838617811622E+000
  2.900000000000002E+000  6.104612903863819E-004  1.140591481237761E+000
  3.000000000000002E+000  6.360736217018210E-004  1.141329768317713E+000
  3.100000000000002E+000  6.619437697172451E-004  1.142054309388629E+000
  3.200000000000002E+000  6.880767386323183E-004  1.142765788321583E+000
  3.300000000000002E+000  7.144765866725054E-004  1.143464771406639E+000
  3.400000000000003E+000  7.411465018303757E-004  1.144151731036125E+000
  3.500000000000003E+000  7.680888822520634E-004  1.144827064960361E+000
  3.600000000000003E+000  7.953054182983181E-004  1.145491111822986E+000
  3.700000000000003E+000  8.227971739089592E-004  1.146144163610654E+000
  3.800000000000003E+000  8.505646654071428E-004  1.146786475575946E+000
  3.900000000000003E+000  8.786079363180675E-004  1.147418274115872E+000
  4.000000000000003E+000  9.069266271583676E-004  1.148039763014477E+000
  4.100000000000002E+000  9.355200394844859E-004  1.148651128389022E+000
  4.200000000000002E+000  9.643871937744364E-004  1.149252542616944E+000
  4.300000000000002E+000  9.935268809599979E-004  1.149844167466031E+000
  4.400000000000001E+000  1.022937707627477E-003  1.150426156603437E+000
  4.500000000000001E+000  1.052618135067061E-003  1.150998657620084E+000
  4.600000000000001E+000  1.082566512476299E-003  1.151561813675019E+000
  4.700000000000000E+000  1.112781104715612E-003  1.152115764838801E+000
  4.800000000000000E+000  1.143260115076697E-003  1.152660649195089E+000
  5.000000000000000E+000  1.205268111646108E-003  1.153742840357169E+000
  5.200000000000000E+000  1.268310154166788E-003  1.154788178826538E+000
  5.400000000000000E+000  1.332370353813499E-003  1.155798068471807E+000
  5.600000000000001E+000  1.397432862450195E-003  1.156773910537751E+000
  5.699999999999998E+000  1.430109998076716E-003  1.157236712151902E+000
  5.799999999999998E+000  1.463072230974785E-003  1.157694362591486E+000
  5.899999999999998E+000  1.496338945923116E-003  1.158147963070475E+000
  5.999999999999997E+000  1.529847055779685E-003  1.158594238126638E+000
  6.199999999999998E+000  1.597817811115783E-003  1.159477248023685E+000
  6.399999999999998E+000  1.666727294983592E-003  1.160331676444482E+000
  6.599999999999998E+000  1.736559356803959E-003  1.161158909539281E+000
  6.799999999999998E+000  1.807297516980710E-003  1.161960309187035E+000
  6.999999999999998E+000  1.878924985271598E-003  1.162737206643284E+000
  7.199999999999998E+000  1.951424683988518E-003  1.163490896655099E+000
  7.399999999999999E+000  2.024779277582798E-003  1.164222632275827E+000
  7.599999999999999E+000  2.098971208375198E-003  1.164933620526084E+000
  7.799999999999999E+000  2.173982737313266E-003  1.165625018968605E+000
  7.999999999999999E+000  2.249795988278488E-003  1.166297933201657E+000
  8.199999999999999E+000  2.326392994405134E-003  1.166953415229586E+000
  8.399999999999999E+000  2.403755744981363E-003  1.167592462638150E+000
  8.599999999999998E+000  2.481866231699441E-003  1.168216018483828E+000
  8.799999999999997E+000  2.560706493253010E-003  1.168824971797597E+000
  8.999999999999996E+000  2.640258657513408E-003  1.169420158602284E+000
  9.199999999999996E+000  2.720504980734696E-003  1.170002363346151E+000
  9.399999999999995E+000  2.801427883428441E-003  1.170572320662396E+000
  9.599999999999994E+000  2.883009982710442E-003  1.171130717373133E+000
  9.799999999999994E+000  2.965234121052269E-003  1.171678194666202E+000
  9.999999999999993E+000  3.048083391472490E-003  1.172215350383268E+000
  1.049999999999999E+001  3.258886571359225E-003  1.173552533970898E+000
  1.099999999999999E+001  3.473131348250813E-003  1.174833508944963E+000
  1.149999999999999E+001  3.690586738947198E-003  1.176064954907360E+000
  1.199999999999999E+001  3.911033780661870E-003  1.177252359988076E+000
  1.249999999999999E+001  4.134266849853314E-003  1.178400273881323E+000
  1.299999999999999E+001  4.360093726297664E-003  1.179512494526710E+000
  1.349999999999999E+001  4.588335161495985E-003  1.180592212096291E+000
  1.399999999999999E+001  4.818824246697028E-003  1.181642122694021E+000
  1.449999999999999E+001  5.051405703007661E-003  1.182664519189398E+000
  1.499999999999999E+001  5.285935149318534E-003  1.183661364205636E+000
  1.549999999999999E+001  5.522278376251507E-003  1.184634348959268E+000
  1.599999999999999E+001  5.760310641714696E-003  1.185584940803736E+000
  1.649999999999999E+001  5.999915997034648E-003  1.186514421726565E+000
  1.699999999999999E+001  6.240986648709546E-003  1.187423919590030E+000
  1.749999999999999E+001  6.483422358296327E-003  1.188314433543862E+000
  1.799999999999999E+001  6.727129881246142E-003  1.189186854751154E+000
  1.849999999999999E+001  6.972022444354242E-003  1.190041983339344E+000
  1.899999999999999E+001  7.218019260724956E-003  1.190880542305259E+000
  1.949999999999999E+001  7.465045080659970E-003  1.191703188957370E+000
  1.999999999999999E+001  7.713029776580701E-003  1.192510524362338E+000
  2.099999999999999E+001  8.212361900230820E-003  1.194115866014203E+000
  2.199999999999999E+001  8.714634905711243E-003  1.195661557403819E+000
  2.299999999999999E+001  9.219464199674976E-003  1.197151510476791E+000
  2.399999999999999E+001  9.726510583878974E-003  1.198589346778403E+000
  2.499999999999999E+001  1.023547599147388E-002  1.199978211253294E+000
