! time                    int_density             frank_density           perfect_density         vac_density             faulted_density         void_density            
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  2.140585232712487E-007  0.000000000000000E+000  0.000000000000000E+000
  1.000000000000000E-001  4.297529582373180E-008  6.822900698372443E-004  1.333817675947860E-007  4.744254064983557E-002  3.291627819753518E-004  2.728683014777708E-011
  2.000000000000001E-001  3.679761597151271E-008  1.364570247192247E-003  9.780585408714143E-008  8.799240245154856E-002  5.524745788521799E-004  5.200375756702959E-011
  3.000000000000002E-001  3.272550601507999E-008  2.046845629648561E-003  7.736799144279326E-008  1.253695740888018E-001  7.426247692302521E-004  7.511340776025077E-011
  4.000000000000003E-001  2.957399727047243E-008  2.729117564729769E-003  6.409918096019847E-008  1.602785241242835E-001  9.211315070037171E-004  9.674194925420075E-011
  5.000000000000003E-001  2.699713351667978E-008  3.411387060614418E-003  5.482036752492015E-008  1.932102407206812E-001  1.097348989115216E-003  1.170836863282717E-010
  6.000000000000004E-001  2.483019824574131E-008  4.093654670462644E-003  4.797334261940602E-008  2.243701871068532E-001  1.275731303272477E-003  1.361946327131902E-010
  7.000000000000005E-001  2.297123197126981E-008  4.775920589025925E-003  4.269856406801621E-008  2.536616828967695E-001  1.460258802886330E-003  1.539573677921050E-010
  8.000000000000006E-001  2.135869432213618E-008  5.458185345546594E-003  3.852311346727447E-008  2.814173713417214E-001  1.652171060097089E-003  1.705692175842248E-010
  9.000000000000007E-001  1.994497131722366E-008  6.140449153264073E-003  3.513403915358293E-008  3.076848789157436E-001  1.852867565440142E-003  1.860330929217226E-010
  1.000000000000001E+000  1.869446606110967E-008  6.822712176748853E-003  3.232648860850792E-008  3.324934624078531E-001  2.063481633028668E-003  2.003562255952638E-010
  1.100000000000001E+000  1.757990146563216E-008  7.504974545025799E-003  2.996096087288515E-008  3.558587691936430E-001  2.284886363015484E-003  2.135516686979765E-010
  1.200000000000001E+000  1.657997902813549E-008  8.187236360681791E-003  2.793930121989637E-008  3.777862604297444E-001  2.517699542228643E-003  2.256395380418147E-010
  1.300000000000001E+000  1.567781259235120E-008  8.869497706314343E-003  2.619052664579357E-008  3.982738920427871E-001  2.762288945028414E-003  2.366473882110526E-010
  1.400000000000001E+000  1.485983722878032E-008  9.551758649191954E-003  2.466208980004345E-008  4.173143697763426E-001  3.018781902666656E-003  2.466094799562716E-010
  1.500000000000001E+000  1.411667764484580E-008  1.023401929809728E-002  2.331875753322619E-008  4.351278595483641E-001  3.285100554789128E-003  2.557212745546082E-010
  1.600000000000001E+000  1.343716933646894E-008  1.091627963623062E-002  2.212420923716262E-008  4.514544881275792E-001  3.563014147395270E-003  2.638446258474477E-010
  1.700000000000001E+000  1.281392144667058E-008  1.159853970641021E-002  2.105512600319904E-008  4.662971161356900E-001  3.852032365970706E-003  2.710345415085789E-010
  1.800000000000001E+000  1.224064825342576E-008  1.228079954177189E-002  2.009276286392258E-008  4.796452883620362E-001  4.151618982578961E-003  2.773329724472580E-010
  1.900000000000001E+000  1.171202814861262E-008  1.296305917043769E-002  1.922206211627124E-008  4.914913738497006E-001  4.461121956282340E-003  2.827773011343591E-010
  2.000000000000001E+000  1.122351070602823E-008  1.364531861641974E-002  1.843079105772067E-008  5.018319358282582E-001  4.779816432176314E-003  2.873997168693947E-010
  2.100000000000001E+000  1.077116939364101E-008  1.432757790033180E-002  1.770891396300960E-008  5.106689423591827E-001  5.106942569518613E-003  2.912274289460544E-010
