! time                    frank_diameter          perfect_diameter        faulted_diameter        void_diameter           
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  4.035482754078670E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  4.035482754078670E+000
  1.000000000000000E-001  3.781632171089463E-001  4.141873852329817E-001  4.747530017866095E-001  4.035474474117114E+000
  2.000000000000000E-001  3.783248110168635E-001  4.143897272562108E-001  4.743613933383792E-001  4.035466141552804E+000
  3.000000000000000E-001  3.784922095258072E-001  4.145826033746754E-001  4.739608498119961E-001  4.035457857151606E+000
  4.000000000000000E-001  3.786435665745551E-001  4.147685962275494E-001  4.736058000490579E-001  4.035449609571215E+000
  5.000000000000000E-001  3.787881966426835E-001  4.149477680157347E-001  4.732756761210686E-001  4.035441397414330E+000
  6.000000000000000E-001  3.789292218175507E-001  4.151202253946288E-001  4.729647753453761E-001  4.035433219331660E+000
  8.000000000000000E-001  3.792381883986401E-001  4.154398550692479E-001  4.723532917465068E-001  4.035416989927282E+000
  1.000000000000000E+000  3.795287275495829E-001  4.157354328232108E-001  4.718525483662409E-001  4.035400878070278E+000
  1.200000000000000E+000  3.798092697922126E-001  4.160085483308587E-001  4.714457701203971E-001  4.035384875374584E+000
  1.400000000000000E+000  3.800834832181586E-001  4.162607618394888E-001  4.711252997819906E-001  4.035368974217690E+000
  1.600000000000000E+000  3.803532439357185E-001  4.164935778242120E-001  4.708859231642974E-001  4.035353167672731E+000
  1.800000000000000E+000  3.806196269307139E-001  4.167084259261725E-001  4.707229330005254E-001  4.035337449441777E+000
  2.000000000000000E+000  3.808833029664062E-001  4.169066514101218E-001  4.706315631684033E-001  4.035321813793471E+000
  2.500000000000000E+000  3.816068970335676E-001  4.173168397409613E-001  4.708160874274885E-001  4.035283170335024E+000
  3.000000000000000E+000  3.822945228499619E-001  4.176552196380212E-001  4.713176149646988E-001  4.035244912938635E+000
  3.500000000000000E+000  3.829594037140392E-001  4.179341351449284E-001  4.720449924109693E-001  4.035206993189147E+000
  4.000000000000000E+000  3.836083538905537E-001  4.181637731036731E-001  4.729314858141130E-001  4.035169371487028E+000
  4.500000000000000E+000  3.842452965486421E-001  4.183525405846412E-001  4.739263304160148E-001  4.035132015242083E+000
  5.000000000000000E+000  3.848726814614943E-001  4.185073778832216E-001  4.749905620402113E-001  4.035094897486015E+000
  6.000000000000000E+000  3.861965466266721E-001  4.187206328976100E-001  4.773413008515430E-001  4.035021463057298E+000
  7.000000000000000E+000  3.874675760252246E-001  4.188648198800549E-001  4.796176193326420E-001  4.034948717312966E+000
  8.000000000000000E+000  3.887010546705223E-001  4.189598854686234E-001  4.817785700991052E-001  4.034876578259156E+000
  9.000000000000000E+000  3.899057221215370E-001  4.190200212587772E-001  4.838095642398681E-001  4.034804985326202E+000
  1.000000000000000E+001  3.910869838238494E-001  4.190553587576720E-001  4.857106849393670E-001  4.034733893193393E+000
