! time                    visible_loop_density    visible_loop_diameter   
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.000000000000000E-001  2.435849670571309E-008  1.066360540877363E+000
  2.000000000000001E-001  9.805001953480771E-008  1.066005910977549E+000
  3.000000000000002E-001  2.233827063533567E-007  1.065759172848449E+000
  4.000000000000002E-001  4.017369482134266E-007  1.065555939101344E+000
  5.000000000000003E-001  6.339482604966586E-007  1.065388921734204E+000
  6.000000000000004E-001  9.302965321061806E-007  1.065256178061287E+000
  7.000000000000005E-001  1.283916151816063E-006  1.065174065703569E+000
  8.000000000000006E-001  1.695864640367474E-006  1.065136695778647E+000
  9.000000000000007E-001  2.167027441398015E-006  1.065138632858654E+000
  1.000000000000001E+000  2.698150646320415E-006  1.065174782722257E+000
  1.100000000000001E+000  3.289867472555871E-006  1.065240498646521E+000
  1.200000000000001E+000  3.958254835795005E-006  1.065347764944338E+000
  1.300000000000001E+000  4.688505031393616E-006  1.065476802779634E+000
  1.400000000000001E+000  5.480969959210436E-006  1.065623947385550E+000
  1.500000000000001E+000  6.335947662767441E-006  1.065786290025690E+000
  1.600000000000001E+000  7.253687779644286E-006  1.065961482942125E+000
  1.700000000000001E+000  8.234396280732905E-006  1.066147605210546E+000
  1.800000000000001E+000  9.278239681645294E-006  1.066343066849919E+000
  1.900000000000001E+000  1.038534884052053E-005  1.066546538350906E+000
  2.000000000000001E+000  1.155582241356095E-005  1.066756897810855E+000
  2.100000000000001E+000  1.278973001464815E-005  1.066973190638064E+000
  2.200000000000002E+000  1.408711511184074E-005  1.067194598429254E+000
  2.300000000000002E+000  1.544799768675386E-005  1.067420414653419E+000
  2.400000000000002E+000  1.687237667963959E-005  1.067650025452071E+000
  2.500000000000002E+000  1.836023224147634E-005  1.067882894327734E+000
  2.600000000000002E+000  1.991152781341151E-005  1.068118549816439E+000
  2.700000000000002E+000  2.152621205290078E-005  1.068356575471733E+000
