! time                    frank_diameter          perfect_diameter        faulted_diameter        void_diameter           
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  3.924999253267242E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  3.924999253267242E+000
  9.999999999999998E-002  4.305178441904889E-001  4.485217565275720E-001  4.623271114940564E-001  3.923413578106214E+000
  1.999999999999999E-001  4.511734838630627E-001  4.524929042641202E-001  4.609224276384284E-001  3.922632092507538E+000
  2.999999999999999E-001  4.646142208397265E-001  4.557218035521873E-001  4.614935349379526E-001  3.922080271872138E+000
  3.999999999999999E-001  4.750900818773289E-001  4.585063010743869E-001  4.630253443174558E-001  3.921667532532817E+000
  4.999999999999999E-001  4.833879157574433E-001  4.610464352700888E-001  4.649548957247856E-001  3.921332337341723E+000
  6.000000000000000E-001  4.903075722974053E-001  4.633650684378786E-001  4.671528517461963E-001  3.921053759872012E+000
  7.000000000000000E-001  4.964694972246415E-001  4.654011265990426E-001  4.696667654109686E-001  3.920827259634038E+000
  7.999999999999999E-001  5.018871368825247E-001  4.672562765001020E-001  4.722477501519991E-001  3.920632670791677E+000
  8.999999999999999E-001  5.067519591209022E-001  4.689395192938358E-001  4.748817510652811E-001  3.920464147984266E+000
  9.999999999999999E-001  5.111916722345399E-001  4.704606598529021E-001  4.775515597399655E-001  3.920317219194925E+000
  1.100000000000000E+000  5.152946779147207E-001  4.718304728282888E-001  4.802401316048632E-001  3.920188367840218E+000
  1.200000000000000E+000  5.191239165491536E-001  4.730602435687005E-001  4.829318243318799E-001  3.920074769804694E+000
  1.300000000000000E+000  5.227252840641664E-001  4.741614095920007E-001  4.856128277615697E-001  3.919974120064267E+000
  1.400000000000000E+000  5.261330084800964E-001  4.751452838781314E-001  4.882712586957421E-001  3.919884513699456E+000
  1.600000000000000E+000  5.325918674308114E-001  4.767137648134171E-001  4.936503678250551E-001  3.919738967701783E+000
  1.800000000000000E+000  5.384839585536392E-001  4.779774605410079E-001  4.987414289918900E-001  3.919618793887562E+000
  2.000000000000000E+000  5.439212688423547E-001  4.789949473190742E-001  5.035569483364535E-001  3.919517900057705E+000
  2.200000000000000E+000  5.489826086491900E-001  4.798167846813875E-001  5.081052183074757E-001  3.919431769583967E+000
  2.400000000000000E+000  5.537260691248249E-001  4.804854006695702E-001  5.123958391539526E-001  3.919357036515155E+000
  2.600000000000001E+000  5.581959814451714E-001  4.810356055605008E-001  5.164410295921628E-001  3.919291185417064E+000
  2.800000000000001E+000  5.624270545004013E-001  4.814954383441502E-001  5.202553212094035E-001  3.919232333306593E+000
  3.000000000000001E+000  5.664470028190588E-001  4.818871317053041E-001  5.238547393987245E-001  3.919179068475075E+000
  3.200000000000001E+000  5.702783186856397E-001  4.822280725483240E-001  5.272559387706822E-001  3.919130330253596E+000
  3.400000000000001E+000  5.739395238483090E-001  4.825316911809814E-001  5.304754760507415E-001  3.919085318998643E+000
  3.600000000000001E+000  5.774460815447615E-001  4.828082467831700E-001  5.335292727084133E-001  3.919043428720069E+000
  3.800000000000002E+000  5.808110734540372E-001  4.830654979493363E-001  5.364322609863302E-001  3.919004196793356E+000
  4.000000000000002E+000  5.840457073382076E-001  4.833092598273881E-001  5.391981835686681E-001  3.918967266579870E+000
  4.500000000000002E+000  5.917324811154201E-001  4.838676540850770E-001  5.457165148941789E-001  3.918886373026973E+000
  5.000000000000002E+000  5.987525417068256E-001  4.844153184213207E-001  5.515700978184486E-001  3.918814578021436E+000
  5.100000000000000E+000  6.000585202787201E-001  4.845284103972941E-001  5.526406018081724E-001  3.918800413080279E+000
  5.199999999999999E+000  6.013463690383793E-001  4.846411723808305E-001  5.536956569451572E-001  3.918786616762110E+000
  5.299999999999999E+000  6.026173796535382E-001  4.847536598897741E-001  5.547368149549327E-001  3.918773198792776E+000
  5.399999999999999E+000  6.038691121361067E-001  4.848663277823330E-001  5.557610437388137E-001  3.918760070727599E+000
  5.599999999999999E+000  6.063265460976669E-001  4.850914235438641E-001  5.577729577358309E-001  3.918734914438446E+000
  5.799999999999999E+000  6.087117073675670E-001  4.853180777463852E-001  5.597224123042168E-001  3.918710787799144E+000
  5.999999999999999E+000  6.110283798126886E-001  4.855465898025070E-001  5.616135584846164E-001  3.918687628554858E+000
  6.499999999999999E+000  6.165945771380484E-001  4.861211855078171E-001  5.661729231238561E-001  3.918635205629308E+000
  6.999999999999999E+000  6.217895751880161E-001  4.867102963008045E-001  5.704227687110646E-001  3.918587554259449E+000
  7.499999999999999E+000  6.266561919346275E-001  4.873146628861159E-001  5.744054019235303E-001  3.918544107171634E+000
  7.999999999999999E+000  6.312300123879574E-001  4.879343083399765E-001  5.781544982227211E-001  3.918504395580840E+000
  8.500000000000000E+000  6.355410056853545E-001  4.885688714099746E-001  5.816973099179831E-001  3.918468025187851E+000
  9.000000000000000E+000  6.396146843149141E-001  4.892177814608629E-001  5.850562432582609E-001  3.918434660001938E+000
  9.500000000000000E+000  6.434729679628739E-001  4.898803555871136E-001  5.882499873896200E-001  3.918404010816456E+000
  1.000000000000000E+001  6.471348429063231E-001  4.905558550333250E-001  5.912943315997773E-001  3.918375826641433E+000
  1.100000000000000E+001  6.539838141820172E-001  4.919338390861584E-001  5.970562101449652E-001  3.918328124952059E+000
  1.200000000000000E+001  6.602069185111257E-001  4.933532620634022E-001  6.023394206117039E-001  3.918287634476434E+000
  1.300000000000000E+001  6.658953077095016E-001  4.948097689597393E-001  6.072174355057348E-001  3.918253261199981E+000
  1.400000000000000E+001  6.711215249900284E-001  4.962984131873031E-001  6.117477708489649E-001  3.918224135723298E+000
  1.500000000000000E+001  6.759444124949796E-001  4.978145414224114E-001  6.159761231094083E-001  3.918199549857798E+000
  1.600000000000000E+001  6.804124148992318E-001  4.993539618140899E-001  6.199394589435892E-001  3.918178918294084E+000
