! time                    frank_diameter          perfect_diameter        faulted_diameter        void_diameter           
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.000000000000001E-001  4.170979841502670E-001  4.192001816790917E-001  4.606049595478808E-001  2.556632528786318E-001
  2.000000000000001E-001  4.814615115975565E-001  4.804857118268768E-001  4.566430769661973E-001  2.556661695352065E-001
  3.000000000000002E-001  5.327955107991668E-001  5.179180914219347E-001  4.569546598223257E-001  2.556716117859481E-001
  4.000000000000003E-001  5.720177026849272E-001  5.420107481898730E-001  4.592220170682165E-001  2.556775070022769E-001
  5.000000000000003E-001  6.021434387992520E-001  5.601530809605728E-001  4.626247422703193E-001  2.556834321687194E-001
  6.000000000000004E-001  6.257161875086001E-001  5.767420561971208E-001  4.667911186579386E-001  2.556892480988683E-001
  7.000000000000005E-001  6.446340660733577E-001  5.937864973201765E-001  4.715769590554652E-001  2.556948966617462E-001
  8.000000000000006E-001  6.602594484719496E-001  6.118826679842424E-001  4.769456830289434E-001  2.557003413064798E-001
  9.000000000000007E-001  6.734925562637024E-001  6.309698753433408E-001  4.828915877189873E-001  2.557055577875761E-001
  1.000000000000001E+000  6.849254229902132E-001  6.507605045765503E-001  4.894228740282531E-001  2.557105279716558E-001
  1.100000000000001E+000  6.949530092549142E-001  6.709586268587685E-001  4.965518834307592E-001  2.557152372065122E-001
  1.200000000000001E+000  7.038467114738184E-001  6.913329747964135E-001  5.042890464950998E-001  2.557196731186500E-001
  1.300000000000001E+000  7.118002632202703E-001  7.117214627868337E-001  5.126389712297110E-001  2.557238250288830E-001
  1.400000000000001E+000  7.189575501214199E-001  7.320148760044982E-001  5.215979529060446E-001  2.557276836533551E-001
  1.500000000000001E+000  7.254293868616020E-001  7.521397754408092E-001  5.311525569629695E-001  2.557312409508545E-001
  1.600000000000001E+000  7.313037981326825E-001  7.720459368190675E-001  5.412790777971067E-001  2.557344900612823E-001
  1.700000000000001E+000  7.366525068333889E-001  7.916981977125473E-001  5.519437275871767E-001  2.557374253154738E-001
  1.800000000000001E+000  7.415351783036525E-001  8.110713882986141E-001  5.631034184058479E-001  2.557400423076764E-001
  1.900000000000001E+000  7.460023014569399E-001  8.301471797729472E-001  5.747069964331770E-001  2.557423380210195E-001
  2.000000000000001E+000  7.500972145234385E-001  8.489120708201540E-001  5.866967827168798E-001  2.557443109907774E-001
  2.100000000000001E+000  7.538575746107691E-001  8.673560430828490E-001  5.990102766844583E-001  2.557459614850378E-001
  2.200000000000002E+000  7.573164510745916E-001  8.854716232693475E-001  6.115818894878602E-001  2.557472916800634E-001
  2.300000000000002E+000  7.605031528241557E-001  9.032532194570672E-001  6.243445959129680E-001  2.557483058087658E-001
  2.400000000000002E+000  7.634438588110618E-001  9.206966728805898E-001  6.372314257612982E-001  2.557490102644643E-001
  2.500000000000002E+000  7.661620981538841E-001  9.377989954957392E-001  6.501767547092803E-001  2.557494136473876E-001
  2.600000000000002E+000  7.686791146247814E-001  9.545582609817801E-001  6.631173931660662E-001  2.557495267471247E-001
  2.700000000000002E+000  7.710141442259743E-001  9.709736015259546E-001  6.759934996539951E-001  2.557493624597222E-001
  2.800000000000002E+000  7.731846304155875E-001  9.870452532765004E-001  6.887493541634432E-001  2.557489356427861E-001
  2.900000000000002E+000  7.752063971060461E-001  1.002774598893008E+000  7.013340142962784E-001  2.557482629154091E-001
  3.000000000000002E+000  7.770937944853674E-001  1.018164173373835E+000  7.137018490410479E-001  2.557473624120840E-001
  3.100000000000002E+000  7.788598276649547E-001  1.033217620123826E+000  7.258129150959344E-001  2.557462535011752E-001
  3.200000000000002E+000  7.805162739555397E-001  1.047939600197382E+000  7.376331241672263E-001  2.557449564793536E-001
  3.300000000000002E+000  7.820732091880860E-001  1.062313174737741E+000  7.492134868035324E-001  2.557434697776299E-001
  3.400000000000002E+000  7.835410241544096E-001  1.076373498310681E+000  7.604341802493435E-001  2.557418416465761E-001
  3.500000000000001E+000  7.849284513180628E-001  1.090121094520651E+000  7.712800606899595E-001  2.557400930432599E-001
  3.600000000000001E+000  7.862433930716065E-001  1.103563221915342E+000  7.817394853443388E-001  2.557382445284415E-001
  3.700000000000001E+000  7.874929839684435E-001  1.116707601060321E+000  7.918036903579189E-001  2.557363160473036E-001
  3.800000000000000E+000  7.886836664202295E-001  1.129562119829421E+000  8.014663208427725E-001  2.557343267105277E-001
  3.900000000000000E+000  7.898212592102317E-001  1.142134744749694E+000  8.107231511781841E-001  2.557322946061104E-001
  4.000000000000000E+000  7.909110179935019E-001  1.154433467301407E+000  8.195719781967318E-001  2.557302366427224E-001
  4.100000000000000E+000  7.919576883948374E-001  1.166466268960621E+000  8.280126372649319E-001  2.557281684247462E-001
  4.199999999999999E+000  7.929655525508730E-001  1.178241098177812E+000  8.360470778631265E-001  2.557261041587727E-001
  4.299999999999999E+000  7.939384700170303E-001  1.189765853808570E+000  8.436794387918513E-001  2.557240565910644E-001
  4.399999999999999E+000  7.948799139596446E-001  1.201048370792112E+000  8.509160777381589E-001  2.557220369750909E-001
  4.499999999999998E+000  7.957930034941929E-001  1.212096405368831E+000  8.577655290230437E-001  2.557200550677290E-001
  4.599999999999998E+000  7.966805329284130E-001  1.222917618539688E+000  8.642383816124115E-001  2.557181191521182E-001
  4.699999999999998E+000  7.975482896047994E-001  1.233497532254298E+000  8.703392515147864E-001  2.557162472513122E-001
  4.799999999999997E+000  7.983952125276290E-001  1.243869799698121E+000  8.760907156703487E-001  2.557144332163689E-001
  4.899999999999997E+000  7.992232436211635E-001  1.254038457738842E+000  8.815086809780294E-001  2.557126810983248E-001
  4.999999999999996E+000  8.000341040479245E-001  1.264010373026471E+000  8.866099196077530E-001  2.557109937322083E-001
  5.099999999999996E+000  8.008293112111647E-001  1.273792390387827E+000  8.914117590383006E-001  2.557093729416959E-001
  5.199999999999996E+000  8.016101981262214E-001  1.283391155553990E+000  8.959317948160028E-001  2.557078196500589E-001
  5.299999999999995E+000  8.023779319506505E-001  1.292813089960329E+000  9.001876343101876E-001  2.557063339914287E-001
  5.399999999999995E+000  8.031335313999800E-001  1.302064380615013E+000  9.041966750718817E-001  2.557049154204422E-001
  5.499999999999995E+000  8.038778830178636E-001  1.311150974221453E+000  9.079759188812471E-001  2.557035628180768E-001
  5.599999999999994E+000  8.046117562915092E-001  1.320078574292867E+000  9.115418207462774E-001  2.557022745918877E-001
  5.699999999999994E+000  8.053358176082488E-001  1.328852640874780E+000  9.149101708447208E-001  2.557010487692805E-001
  5.799999999999994E+000  8.060506430563074E-001  1.337478392553125E+000  9.180960065888193E-001  2.556998830828616E-001
  5.899999999999993E+000  8.067567300827838E-001  1.345960810418460E+000  9.211135515410135E-001  2.556987750472844E-001
  5.999999999999993E+000  8.074545080333089E-001  1.354304643657692E+000  9.239761777278115E-001  2.556977220273289E-001
  6.099999999999993E+000  8.081443476094936E-001  1.362514416457778E+000  9.266963879117740E-001  2.556967212972358E-001
  6.199999999999992E+000  8.088265692912265E-001  1.370594435927804E+000  9.292858145263442E-001  2.556957700915397E-001
  6.299999999999992E+000  8.095014507803215E-001  1.378548800773139E+000  9.317552322077539E-001  2.556948656478214E-001
  6.399999999999991E+000  8.101692335295938E-001  1.386381410485394E+000  9.341145811370679E-001  2.556940052419258E-001
  6.499999999999991E+000  8.108301284268636E-001  1.394095974842603E+000  9.363729987080024E-001  2.556931862162878E-001
  6.599999999999991E+000  8.114843207066559E-001  1.401696023544307E+000  9.385388573442521E-001  2.556924060020484E-001
  6.699999999999990E+000  8.121319741635916E-001  1.409184915834773E+000  9.406198065911728E-001  2.556916621356765E-001
  6.799999999999990E+000  8.127732347408373E-001  1.416565849994172E+000  9.426228178923489E-001  2.556909522707967E-001
  6.999999999999990E+000  8.140479360805946E-001  1.430980491224862E+000  9.464273662826403E-001  2.556896451103942E-001
  7.199999999999990E+000  8.152972753912120E-001  1.445002093132776E+000  9.499993105456852E-001  2.556884400482569E-001
  7.399999999999991E+000  8.165222094558351E-001  1.458648840670410E+000  9.533695545191476E-001  2.556873259649913E-001
  7.599999999999991E+000  8.177235693597408E-001  1.471939254769966E+000  9.565642145595689E-001  2.556862928121535E-001
  7.799999999999991E+000  8.189020929098079E-001  1.484890452626703E+000  9.596052486208960E-001  2.556853316715654E-001
  7.999999999999991E+000  8.200584484201668E-001  1.497518257451335E+000  9.625110680526122E-001  2.556844347091915E-001
  8.199999999999990E+000  8.211932513788103E-001  1.509837332866754E+000  9.652970999445500E-001  2.556835950920092E-001
  8.399999999999990E+000  8.223070760381804E-001  1.521861302971552E+000  9.679762850354852E-001  2.556828068865680E-001
  8.599999999999989E+000  8.234004634757682E-001  1.533602857983539E+000  9.705595070291108E-001  2.556820649519620E-001
  8.799999999999988E+000  8.244739272422973E-001  1.545073846815125E+000  9.730559555559649E-001  2.556813648354307E-001
  8.999999999999988E+000  8.255279573838681E-001  1.556285358060614E+000  9.754734285065546E-001  2.556807026754675E-001
  9.199999999999987E+000  8.265630233782139E-001  1.567247790849575E+000  9.778185810545663E-001  2.556800751149175E-001
  9.399999999999986E+000  8.275795763478891E-001  1.577970916924363E+000  9.800971290874715E-001  2.556794792249386E-001
  9.599999999999985E+000  8.285780507891887E-001  1.588463935167471E+000  9.823140144475935E-001  2.556789124396534E-001
  9.799999999999985E+000  8.295588659712049E-001  1.598735519657747E+000  9.844735386883064E-001  2.556783725007252E-001
  9.999999999999984E+000  8.305224271035410E-001  1.608793862188609E+000  9.865794711846265E-001  2.556778574107862E-001
  1.019999999999998E+001  8.314691263350745E-001  1.618646710044816E+000  9.886351365412536E-001  2.556773653945387E-001
  1.039999999999998E+001  8.323993436234848E-001  1.628301399711731E+000  9.906434853939610E-001  2.556768948663835E-001
  1.059999999999998E+001  8.333134475012823E-001  1.637764887084080E+000  9.926071519432659E-001  2.556764444035067E-001
  1.079999999999998E+001  8.342117957557195E-001  1.647043774649888E+000  9.945285009085786E-001  2.556760127234911E-001
  1.099999999999998E+001  8.350947360349992E-001  1.656144336048444E+000  9.964096660471039E-001  2.556755986656489E-001
  1.149999999999998E+001  8.372632778589070E-001  1.678037424221183E+000  1.001021879058726E+000  2.556746421581933E-001
  1.199999999999998E+001  8.393380371081424E-001  1.698945221441359E+000  1.005414174184940E+000  2.556737679982212E-001
  1.249999999999998E+001  8.413246091897245E-001  1.718942044589394E+000  1.009604535190337E+000  2.556729698849944E-001
  1.299999999999998E+001  8.432280766288609E-001  1.738095641848519E+000  1.013610615847330E+000  2.556722401711010E-001
  1.349999999999998E+001  8.450531220859286E-001  1.756466826257053E+000  1.017448163333440E+000  2.556715715645004E-001
  1.399999999999998E+001  8.468040905145013E-001  1.774110343707825E+000  1.021130859552878E+000  2.556709575927480E-001
  1.449999999999998E+001  8.484850291043887E-001  1.791075635756258E+000  1.024670565012255E+000  2.556703926393658E-001
  1.499999999999998E+001  8.500997166291113E-001  1.807407492913694E+000  1.028077626184214E+000  2.556698718518438E-001
  1.549999999999998E+001  8.516516869966865E-001  1.823146612160454E+000  1.031361148529387E+000  2.556693910266982E-001
  1.599999999999998E+001  8.531442491434025E-001  1.838330073645467E+000  1.034529217250831E+000  2.556689465042519E-001
  1.649999999999998E+001  8.545805043463508E-001  1.852991749893993E+000  1.037589070928831E+000  2.556685350803532E-001
  1.699999999999998E+001  8.559633615733864E-001  1.867162658662661E+000  1.040547237664774E+000  2.556681539342653E-001
  1.749999999999998E+001  8.572955512684637E-001  1.880871268572537E+000  1.043409642524521E+000  2.556678005700586E-001
  1.799999999999998E+001  8.585796378484671E-001  1.894143764977352E+000  1.046181693188790E+000  2.556674727688018E-001
  1.849999999999998E+001  8.598180311124064E-001  1.907004282173783E+000  1.048868348992181E+000  2.556671685493068E-001
  1.899999999999998E+001  8.610129967137988E-001  1.919475106980115E+000  1.051474177194606E+000  2.556668861356574E-001
  1.949999999999998E+001  8.621666658123938E-001  1.931576857843788E+000  1.054003399343707E+000  2.556666239301516E-001
  1.999999999999998E+001  8.632810439968118E-001  1.943328642940876E+000  1.056459929870596E+000  2.556663804905987E-001
  2.049999999999998E+001  8.643580195519630E-001  1.954748200165632E+000  1.058847408539235E+000  2.556661545111453E-001
  2.099999999999998E+001  8.653993711322111E-001  1.965852021447639E+000  1.061169227986314E+000  2.556659448059850E-001
  2.149999999999998E+001  8.664067748917318E-001  1.976655463456385E+000  1.063428557304072E+000  2.556657502954385E-001
  2.199999999999998E+001  8.673818111163498E-001  1.987172846441704E+000  1.065628362405594E+000  2.556655699940023E-001
  2.249999999999998E+001  8.683259703956812E-001  1.997417542700321E+000  1.067771423751208E+000  2.556654030000266E-001
  2.299999999999998E+001  8.692406593701115E-001  2.007402055943673E+000  1.069860351892173E+000  2.556652484867742E-001
  2.349999999999998E+001  8.701272060837517E-001  2.017138092662257E+000  1.071897601193818E+000  2.556651056946299E-001
  2.399999999999998E+001  8.709868649716654E-001  2.026636626430455E+000  1.073885482027754E+000  2.556649739242944E-001
  2.449999999999998E+001  8.718208215073301E-001  2.035907955968121E+000  1.075826171666319E+000  2.556648525308096E-001
  2.499999999999998E+001  8.726301965342319E-001  2.044961757667076E+000  1.077721724068365E+000  2.556647409183013E-001
  2.549999999999998E+001  8.734160503037258E-001  2.053807133198642E+000  1.079574078710748E+000  2.556646385353334E-001
  2.599999999999998E+001  8.741793862396667E-001  2.062452652739825E+000  1.081385068592503E+000  2.556645448707919E-001
  2.649999999999998E+001  8.749211544488888E-001  2.070906394288619E+000  1.083156427516863E+000  2.556644594502271E-001
  2.699999999999998E+001  8.756422549952673E-001  2.079175979481014E+000  1.084889796738849E+000  2.556643818325945E-001
  2.749999999999998E+001  8.763435409538649E-001  2.087268606272679E+000  1.086586731052145E+000  2.556643116073446E-001
  2.799999999999998E+001  8.770258212605399E-001  2.095191078805164E+000  1.088248704377653E+000  2.556642483918132E-001
  2.899999999999998E+001  8.783414621855503E-001  2.110467253510726E+000  1.091498739703276E+000  2.556641417370067E-001
  2.999999999999998E+001  8.795890709797650E-001  2.125140727755197E+000  1.094621760279830E+000  2.556640589168123E-001
  3.099999999999998E+001  8.807738991920578E-001  2.139253793104505E+000  1.097627421549482E+000  2.556639978671947E-001
  3.199999999999998E+001  8.819006847896493E-001  2.152844699189933E+000  1.100524608162557E+000  2.556639566050956E-001
  3.299999999999998E+001  8.829737128121636E-001  2.165948069065875E+000  1.103321356877116E+000  2.556639333634474E-001
  3.399999999999998E+001  8.839968668221033E-001  2.178595330911342E+000  1.106024943189383E+000  2.556639265735810E-001
  3.499999999999998E+001  8.849736735995858E-001  2.190815089142873E+000  1.108641969537473E+000  2.556639348390871E-001
  3.599999999999998E+001  8.859073421519659E-001  2.202633444189862E+000  1.111178441990675E+000  2.556639569129177E-001
  3.699999999999998E+001  8.868007978488235E-001  2.214074269065648E+000  1.113639836340017E+000  2.556639916779966E-001
  3.799999999999998E+001  8.876567123600251E-001  2.225159449458710E+000  1.116031155325852E+000  2.556640381307775E-001
  3.899999999999998E+001  8.884775299713102E-001  2.235909092894346E+000  1.118356978446942E+000  2.556640953672424E-001
  3.999999999999998E+001  8.892654907660329E-001  2.246341711566280E+000  1.120621505505545E+000  2.556641625709239E-001
  4.099999999999998E+001  8.900226510896740E-001  2.256474382666733E+000  1.122828594822529E+000  2.556642390026187E-001
  4.199999999999998E+001  8.907509016531623E-001  2.266322889415626E+000  1.124981796888892E+000  2.556643239915177E-001
  4.299999999999998E+001  8.914519835799425E-001  2.275901845475809E+000  1.127084384089782E+000  2.556644169275292E-001
  4.399999999999998E+001  8.921275026585499E-001  2.285224805019039E+000  1.129139377033666E+000  2.556645172546131E-001
  4.499999999999998E+001  8.927789420258705E-001  2.294304360358639E+000  1.131149567935892E+000  2.556646244649736E-001
  4.599999999999998E+001  8.934076734751865E-001  2.303152228775762E+000  1.133117541437695E+000  2.556647380939823E-001
  4.699999999999998E+001  8.940149675567245E-001  2.311779329925560E+000  1.135045693185503E+000  2.556648577157290E-001
  4.799999999999998E+001  8.946020026158529E-001  2.320195855008339E+000  1.136936246448569E+000  2.556649829391097E-001
  4.899999999999998E+001  8.951698728948688E-001  2.328411328722195E+000  1.138791267013870E+000  2.556651134043793E-001
  4.999999999999998E+001  8.957195958078036E-001  2.336434664871534E+000  1.140612676564216E+000  2.556652487801027E-001
  5.099999999999998E+001  8.962521184835713E-001  2.344274216385955E+000  1.142402264717685E+000  2.556653887604564E-001
