! time                    visible_loop_density    visible_loop_diameter   
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.000000000000000E-001  3.055945328176025E-006  1.082653259129122E+000
  2.000000000000000E-001  1.087021025126730E-005  1.090854804353564E+000
  3.000000000000000E-001  2.233343287696406E-005  1.096924232664443E+000
  4.000000000000001E-001  3.647859428993652E-005  1.101581738503114E+000
  5.000000000000001E-001  5.299945053820404E-005  1.105697183578863E+000
  6.000000000000002E-001  7.107610682923901E-005  1.109071396181422E+000
  7.000000000000003E-001  9.032738403132321E-005  1.111928924622219E+000
  8.000000000000004E-001  1.104576986817282E-004  1.114402695879913E+000
  9.000000000000005E-001  1.312398721870886E-004  1.116579697519160E+000
  1.000000000000000E+000  1.525019925141895E-004  1.118520828102066E+000
  1.100000000000001E+000  1.741167828058251E-004  1.120270820662727E+000
  1.200000000000001E+000  1.959927664161397E-004  1.121863718931119E+000
  1.300000000000001E+000  2.180668636102311E-004  1.123326131716150E+000
  1.400000000000001E+000  2.402981991945241E-004  1.124679282603361E+000
  1.500000000000001E+000  2.626629599974539E-004  1.125940363243222E+000
  1.600000000000001E+000  2.851501671985247E-004  1.127123462525585E+000
  1.700000000000001E+000  3.078101039456865E-004  1.128269370189680E+000
  1.800000000000001E+000  3.306148461860474E-004  1.129356315653471E+000
  1.900000000000001E+000  3.535708985075209E-004  1.130392727350884E+000
  2.000000000000001E+000  3.766876358082037E-004  1.131385575612671E+000
  2.100000000000001E+000  3.999761493377880E-004  1.132340639456049E+000
  2.200000000000002E+000  4.234483747426629E-004  1.133262713554396E+000
  2.300000000000002E+000  4.471164463681136E-004  1.134155773318890E+000
  2.400000000000002E+000  4.709922305066499E-004  1.135023109746836E+000
  2.500000000000002E+000  4.950869983376546E-004  1.135867441663680E+000
  2.600000000000002E+000  5.194112066844610E-004  1.136691010379938E+000
  2.700000000000002E+000  5.439743611915296E-004  1.137495660113655E+000
