! time                    visible_loop_density    visible_loop_diameter   
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.000000000000000E-001  1.497854026399338E+020  1.114033854828022E+000
  2.000000000000001E-001  7.162258564297585E+020  1.146398057722894E+000
  3.000000000000002E-001  1.674024864160508E+021  1.170596696525395E+000
  4.000000000000003E-001  2.947795075062861E+021  1.191416286701751E+000
  5.000000000000003E-001  4.437712108635958E+021  1.208821130674591E+000
  6.000000000000004E-001  6.084473068880991E+021  1.223827541867228E+000
  7.000000000000005E-001  7.859746611177917E+021  1.237723830711233E+000
  8.000000000000006E-001  9.715482614119075E+021  1.249829817483989E+000
  9.000000000000007E-001  1.163190719884521E+022  1.260518974200022E+000
  1.000000000000001E+000  1.359446901259130E+022  1.270049654629014E+000
  1.100000000000001E+000  1.559217334060485E+022  1.278611593542268E+000
  1.200000000000001E+000  1.761651802511371E+022  1.286349914531628E+000
  1.300000000000001E+000  1.966081875429563E+022  1.293378625131743E+000
  1.400000000000001E+000  2.171981390627548E+022  1.299788410338500E+000
  1.500000000000001E+000  2.378825551862656E+022  1.305565168093237E+000
  1.600000000000001E+000  2.586543213970455E+022  1.310881170182780E+000
  1.700000000000001E+000  2.794963131686316E+022  1.315764260578937E+000
  1.800000000000001E+000  3.004127372274173E+022  1.320231395059352E+000
  1.900000000000001E+000  3.214361170437708E+022  1.324278959662410E+000
  2.000000000000001E+000  3.426382111975395E+022  1.327879104679422E+000
  2.100000000000001E+000  3.641426764713963E+022  1.330977196088665E+000
  2.200000000000002E+000  3.861365717000161E+022  1.333492941607855E+000
  2.300000000000002E+000  4.088754397265327E+022  1.335328627071896E+000
  2.400000000000002E+000  4.326756684826701E+022  1.336386912607151E+000
  2.500000000000002E+000  4.578900735971110E+022  1.336596882742446E+000
  2.600000000000002E+000  4.848682544879913E+022  1.335941829368089E+000
  2.700000000000002E+000  5.139097135995898E+022  1.334478924308511E+000
  2.800000000000002E+000  5.452214141520656E+022  1.332342475390784E+000
  2.900000000000002E+000  5.788903495007537E+022  1.329728684112866E+000
  3.000000000000002E+000  6.148765939798581E+022  1.326867157508453E+000
  3.100000000000002E+000  6.530259451305464E+022  1.323988654781919E+000
  3.200000000000002E+000  6.930964226621198E+022  1.321297970900754E+000
  3.300000000000002E+000  7.347909428936222E+022  1.318956951502906E+000
  3.400000000000002E+000  7.779274477330468E+022  1.317136070498642E+000
  3.500000000000002E+000  8.219684382899631E+022  1.315869035277584E+000
  3.600000000000001E+000  8.666343457608386E+022  1.315166950291294E+000
  3.700000000000001E+000  9.116807315391012E+022  1.315012747687037E+000
  3.800000000000001E+000  9.569010423925838E+022  1.315369985462409E+000
  3.900000000000000E+000  1.002125885279790E+023  1.316190130929189E+000
  4.000000000000000E+000  1.047220171622558E+023  1.317418238439438E+000
  4.100000000000000E+000  1.092079173103448E+023  1.318997176551974E+000
  4.199999999999999E+000  1.136624215319505E+023  1.320870645034337E+000
  4.299999999999999E+000  1.180798467386790E+023  1.322985225656773E+000
  4.399999999999999E+000  1.224563083014236E+023  1.325291682011363E+000
  4.499999999999998E+000  1.267893808890808E+023  1.327745687660354E+000
  4.599999999999998E+000  1.310778087732745E+023  1.330308128748714E+000
  4.699999999999998E+000  1.353212632411925E+023  1.332945099204863E+000
  4.799999999999997E+000  1.395097358190389E+023  1.335673830050153E+000
  4.899999999999997E+000  1.436556080238590E+023  1.338414061998276E+000
  4.999999999999996E+000  1.477603908843996E+023  1.341147249551120E+000
  5.099999999999996E+000  1.518258584425287E+023  1.343858440816152E+000
  5.199999999999996E+000  1.558539743884444E+023  1.346535778470001E+000
  5.299999999999995E+000  1.598468322159497E+023  1.349170037787908E+000
  5.399999999999995E+000  1.638066064327540E+023  1.351754208992052E+000
  5.499999999999995E+000  1.677355128376507E+023  1.354283126661394E+000
  5.599999999999994E+000  1.716357762684621E+023  1.356753145877759E+000
  5.699999999999994E+000  1.755096045414330E+023  1.359161862812922E+000
  5.799999999999994E+000  1.793591675548213E+023  1.361507876300302E+000
  5.899999999999993E+000  1.831865807270767E+023  1.363790586350876E+000
  5.999999999999993E+000  1.869938920930562E+023  1.366010025386664E+000
  6.099999999999993E+000  1.907830724992548E+023  1.368166718040407E+000
  6.199999999999992E+000  1.945560084291225E+023  1.370261565606841E+000
  6.299999999999992E+000  1.983144970590523E+023  1.372295751557820E+000
  6.399999999999991E+000  2.020602432001244E+023  1.374270664901079E+000
  6.499999999999991E+000  2.057948578244929E+023  1.376187838538134E+000
  6.599999999999991E+000  2.095198579115802E+023  1.378048900140192E+000
  6.799999999999991E+000  2.169436159254395E+023  1.381618878971927E+000
